row,solver,r,c,time,comp,density,sing_values
row,randomized,60000,6000,0.8058414220809936,90,0.0001,"[2.6440584342208164, 2.626043059946241, 2.5901612919403587, 2.582206917941478, 2.5453699247226997, 2.5290492183153175, 2.5253667111560327, 2.509760736447251, 2.5056552586533547, 2.4660474867790128, 2.4571486556529094, 2.4448550423023403, 2.4229203585645647, 2.4146571772992336, 2.4005237949381226, 2.3872249574815867, 2.383579712304211, 2.381376602935933, 2.3771002342532377, 2.368852405648372, 2.3664730592411507, 2.3624877202636188, 2.3594425375642305, 2.354429463596883, 2.3505308584323816, 2.343758767605665, 2.340453695506997, 2.3357165837142975, 2.3325389422748555, 2.3306410116407426, 2.3264381810448382, 2.321643865134025, 2.3199597369932037, 2.317188070086004, 2.3126965956431254, 2.3111443973523307, 2.305485062660619, 2.301634651811668, 2.298267004912062, 2.2955256730692133, 2.290773103205119, 2.2891556201561722, 2.2854635467728213, 2.2837752139562286, 2.2824688887447837, 2.2797945805200395, 2.2780521194642955, 2.275671078387959, 2.272661280254995, 2.267381199594403, 2.263633103028564, 2.26301874759054, 2.260800491839575, 2.2596285201902653, 2.257014829594674, 2.252690540875975, 2.2497326435074347, 2.247904944088781, 2.245786519923861, 2.240572690906467, 2.2374784986137617, 2.2348817127177045, 2.233200084039492, 2.229941075816357, 2.2288160900253193, 2.2277573921663447, 2.2262764783025726, 2.221157372812527, 2.218346090325038, 2.2127755863681178, 2.2111635424379195, 2.20662401692087, 2.203711970712775, 2.2011019481121314, 2.19913953727374, 2.195896581075807, 2.1944329672724607, 2.193621621295897, 2.189646564039559, 2.187057738498733, 2.182549304705059, 2.1805142570031784, 2.178899666921443, 2.175345730502158, 2.1740705618644958, 2.171012505498722, 2.167739713477584, 2.1650938446838675, 2.1615544938217197, 2.153961948947256]"
row,arpack,60000,2000,0.4963866472244262,60,0.0005,"[4.5645682957195906, 4.4937273684914345, 4.408320158557522, 4.3874629005264145, 4.302591198430867, 4.295786167769761, 4.291801945763353, 4.287021092361152, 4.275358437035592, 4.263286500203533, 4.254654002871448, 4.239525052035028, 4.235217344246263, 4.217108406591171, 4.2059883420389985, 4.199558865723515, 4.196174878894368, 4.192981265113006, 4.187498798050259, 4.183288907605665, 4.178091116181162, 4.176981374689562, 4.164939218766634, 4.14866574012251, 4.146403876738375, 4.144474320804478, 4.13918462205647, 4.1322008129620595, 4.129122410366329, 4.124473626682431, 4.121007809811262, 4.11584513252508, 4.111864973776361, 4.108829908211417, 4.107934256345019, 4.105593623799083, 4.102614922676492, 4.096994385726824, 4.093080420977794, 4.089502600678437, 4.087494625884874, 4.0835579979442675, 4.080447791097766, 4.07780827351653, 4.074025184641269, 4.072903331431241, 4.067572988691216, 4.063951819753728, 4.06113469242586, 4.05887843230949, 4.057078880422309, 4.056016251580809, 4.053354584674321, 4.048851918487847, 4.048332617909446, 4.046003516885233, 4.040485134050862, 4.038325804046801, 4.03704278727067, 4.0301021721322945]"
row,arpack,60000,6000,5.557207870483398,70,0.01,"[96.01551101503684, 18.672733675100904, 18.66459898508551, 18.660242958908615, 18.648840732566544, 18.64506300071457, 18.639437173638182, 18.628825606012253, 18.62582556444386, 18.61867252144629, 18.613928568061485, 18.606497299500205, 18.60032142093109, 18.59307915738685, 18.585106964571604, 18.581801803403902, 18.579726886845854, 18.572897544674905, 18.562754670774563, 18.558100414451072, 18.55126871077243, 18.53941302139396, 18.537001386152358, 18.527070694293315, 18.523527290969152, 18.517792726839165, 18.512990313874916, 18.506480243154044, 18.5051859551446, 18.500292631973192, 18.49535378889107, 18.49288932026533, 18.489439497343223, 18.484341618897506, 18.481495207145205, 18.476981382469514, 18.46998793240865, 18.468086029712847, 18.46273996072677, 18.456571573705187, 18.45130222310741, 18.44362661400543, 18.443477012489122, 18.438366463041515, 18.437008934120957, 18.4340779025633, 18.427048200315287, 18.423747729967936, 18.418368526883796, 18.41097432286247, 18.407891427247787, 18.405076401669245, 18.400512999639027, 18.398581599993214, 18.39443838425033, 18.388859811140783, 18.386480985672588, 18.38265162877206, 18.3811131086261, 18.37296515025084, 18.371220703911877, 18.367046210470793, 18.364405687381097, 18.363358862326468, 18.35925689960811, 18.357003738295568, 18.35369206196754, 18.34732956526201, 18.342875880414862, 18.339268724431346]"
row,randomized,40000,4000,0.1383027076721191,20,0.005,"[32.77427986995922, 10.433528561924195, 10.416588085781143, 10.383241063805684, 10.37259538987705, 10.365340559291223, 10.360393681330638, 10.353977414801118, 10.330989385522257, 10.312736037214085, 10.301047154713398, 10.289911577395584, 10.28612365053823, 10.278609416845638, 10.268375117505329, 10.253578484670367, 10.246138341905603, 10.228097554407212, 10.21196947183046, 10.20033210852776]"
row,arpack,60000,6000,0.5704357385635376,60,0.0001,"[2.66719917855793, 2.6588143107503686, 2.6209010934065726, 2.614629342528478, 2.582549685485684, 2.5746283285691614, 2.569305656052872, 2.5641200338473653, 2.554785668480402, 2.5157184313398195, 2.508133694724862, 2.4986002234632267, 2.480047748413631, 2.4700430581649546, 2.4582487998928313, 2.4491591705461824, 2.444534964463496, 2.441222473311448, 2.4354133172813768, 2.4343855578943305, 2.4340692710679166, 2.4323273232925433, 2.431877575812696, 2.426362320597914, 2.420974655903826, 2.4198369785090392, 2.414210729434909, 2.412579343984177, 2.4110615552211145, 2.4108649497780554, 2.4071198568401044, 2.407019953289607, 2.4027922042759546, 2.3992394728984374, 2.3967765814307174, 2.3939716707586887, 2.392985087374434, 2.3916029119558564, 2.384965436212241, 2.3751910760863306, 2.374869073023856, 2.37362823589026, 2.3707351040479208, 2.3693877324054817, 2.3650845610492945, 2.364407450299638, 2.3610907963652825, 2.3600602515566176, 2.3589445382187053, 2.358394265399966, 2.3578675432318197, 2.3524765493905693, 2.3517181014804183, 2.3514150766360955, 2.3496124025334697, 2.347598022691311, 2.3458953085940366, 2.3453279646045644, 2.3448225069846447, 2.342970045419732]"
row,randomized,60000,2000,0.0571980714797973,10,0.0001,"[2.4804704143249734, 2.4703924202892114, 2.4236102898225123, 2.384873997347249, 2.3605200412802825, 2.3495295083475485, 2.341275693438308, 2.337453047951502, 2.310774401001649, 2.293310760281397]"
row,arpack,60000,2000,0.297757887840271,30,0.001,"[7.2485111289575865, 5.9772295208204955, 5.856767825893777, 5.8306523904059935, 5.7889775817749305, 5.738729297950038, 5.733013367780271, 5.7121784120342936, 5.697174810981174, 5.674857947797469, 5.664552953145324, 5.654791264930929, 5.647315291941806, 5.643251357823048, 5.637303967300611, 5.636240650511078, 5.6274743496511155, 5.622565529822041, 5.6130368128105195, 5.611153245956275, 5.604991572130146, 5.602057439294666, 5.599985759000965, 5.594832573168697, 5.591104526192487, 5.583631489593408, 5.577508507584056, 5.574952352961396, 5.567265725864787, 5.564049902038248]"
row,randomized,40000,2000,0.4294424295425415,80,0.0005,"[3.8115823666401054, 3.792324372372181, 3.7377602516910335, 3.717486931607495, 3.694327272602462, 3.6295942497761358, 3.6266000316280307, 3.6137712384361143, 3.584888981659188, 3.559247459394684, 3.5522004105458906, 3.537985604130067, 3.527198825712375, 3.5137405536818713, 3.502974536217697, 3.492809283105424, 3.490443493581565, 3.481055480145252, 3.471232841271056, 3.4641909824784074, 3.462318413680424, 3.460059433099146, 3.4450199037840585, 3.44256937614868, 3.43893514335178, 3.4341261862545034, 3.427822943236797, 3.419358418770307, 3.415660879912825, 3.414077263105601, 3.3974434396231565, 3.393446811879527, 3.3864927020111457, 3.3848883745124683, 3.3783966474572003, 3.376696442579221, 3.370193072931513, 3.3624606686422416, 3.361034726245303, 3.355741810113792, 3.3486269887067204, 3.3454637145393393, 3.337455896866314, 3.334342966852284, 3.3269552279056276, 3.326189606864852, 3.320580490626141, 3.3130585964516746, 3.310282904184503, 3.3061935860414104, 3.3011555641349792, 3.2942016557346347, 3.2915583810114013, 3.289019162012253, 3.2854479728975106, 3.279307912538722, 3.2776796366693732, 3.2708295589297895, 3.2659455791975374, 3.2631994897625143, 3.258418385431775, 3.2535463754946115, 3.2513365628940187, 3.2492632602505642, 3.240251457996634, 3.2364156691058907, 3.232129605040927, 3.228236691534886, 3.2265496355972845, 3.221845555598388, 3.21865642267856, 3.213822319213641, 3.203967270573945, 3.1979154079025607, 3.193653946614063, 3.190316120026022, 3.1870570188854814, 3.185221170985673, 3.180741451376973, 3.1773350531799407]"
row,randomized,40000,2000,0.0682740688323974,20,0.001,"[5.997036777521123, 4.927129858058536, 4.864689880984465, 4.810446669575241, 4.791050937768914, 4.729013566785982, 4.712464013157343, 4.695609455785131, 4.684154525058889, 4.669068553322142, 4.643567056010403, 4.638507137468706, 4.633840866952333, 4.6260119968889795, 4.6035509043431215, 4.596722127266853, 4.582289102040752, 4.5806669025592175, 4.556737690132669, 4.5456630624495755]"
row,arpack,40000,4000,2.3508501052856445,80,0.01,"[64.40243108194912, 15.305910710130055, 15.28608400482764, 15.255861885326244, 15.250244874555658, 15.240067914000303, 15.235963459151744, 15.223487318912706, 15.2197645139692, 15.213354504047356, 15.210751305019159, 15.201449636267444, 15.192011490829902, 15.184559475892163, 15.182206937045972, 15.1712604418555, 15.169111393228473, 15.161634030965278, 15.153960051626914, 15.146060302989813, 15.136301755257133, 15.12895013778576, 15.124811975265468, 15.119340296626522, 15.115126993872419, 15.111491416886924, 15.109632110825881, 15.10172029123775, 15.100812438709657, 15.092917541421567, 15.089231956718788, 15.082982984016464, 15.07257066842352, 15.069560411694235, 15.067956938264823, 15.06065404834786, 15.056946192639591, 15.053619537700829, 15.051202109186857, 15.046097128646831, 15.032033345056053, 15.029042971733336, 15.027272572886805, 15.0216208374496, 15.018998719637477, 15.013078311348071, 15.007203467851145, 15.003759087231, 14.996771089312265, 14.993877592325097, 14.991157518043718, 14.98636535648242, 14.984643751989116, 14.976889800894266, 14.976049351951733, 14.97268233624437, 14.968528404923621, 14.965569715857933, 14.960658046988808, 14.957050551706313, 14.95021760666497, 14.948174414710738, 14.943079381308959, 14.940475270694133, 14.936520095283097, 14.931828793704508, 14.928780118586664, 14.92577319231344, 14.921884199106163, 14.918738534476741, 14.91568817521738, 14.911295041907348, 14.904247397776775, 14.901485211035489, 14.900383451682519, 14.892010621365568, 14.888918806625526, 14.884671865574877, 14.881140326133835, 14.879580331239477]"
row,randomized,60000,2000,0.1684019804000854,30,0.001,"[7.2287471579504885, 5.712851165720678, 5.592685754040074, 5.5191364616898335, 5.4892191257743885, 5.479869566224088, 5.449115740483793, 5.443398622590549, 5.433392121459718, 5.413949724046218, 5.40786065612536, 5.398981830838479, 5.384509604587299, 5.374634769661484, 5.364592035620321, 5.362006092945404, 5.34245627255696, 5.3389929202633954, 5.333027862102114, 5.3188801796911, 5.311555632252905, 5.304605748552506, 5.297368328182264, 5.286586676260057, 5.269795623928564, 5.261590705958603, 5.25673849341726, 5.2507439877216395, 5.246018774434552, 5.241808243542019]"
row,randomized,40000,6000,0.8240593671798706,60,0.01,"[78.47810231962136, 15.492901125084419, 15.47710615477499, 15.466317517805095, 15.451741699437047, 15.439692341459416, 15.419266864345392, 15.414489956920551, 15.398447483118227, 15.384885736537736, 15.366371560773306, 15.351546258777535, 15.343778613868949, 15.3306786999136, 15.330009172911392, 15.314437681092645, 15.300752166897677, 15.297153748917472, 15.281760860005155, 15.279548867749572, 15.273483803954473, 15.256951040999343, 15.251422506719745, 15.221732397046434, 15.218200309890213, 15.2003555584179, 15.188142593465844, 15.18305590272681, 15.174052684737992, 15.163047518290302, 15.161089071519362, 15.154307681698494, 15.14066940497938, 15.13286154554925, 15.131717348910765, 15.122679668588066, 15.11101982227515, 15.088926019228722, 15.084661713511773, 15.073008524625408, 15.065821120642596, 15.059319536797684, 15.052101438681238, 15.031951435380137, 15.0278353432554, 15.024970723311231, 15.01498852286667, 14.998526858658924, 14.993073002896455, 14.979723941289981, 14.973097994540513, 14.972026414285235, 14.948797005782788, 14.94051269680364, 14.936887552527242, 14.929474384874535, 14.920112092680657, 14.91030307243361, 14.901042556088573, 14.889561653148338]"
row,randomized,50000,2000,0.1234810590744018,20,0.005,"[26.72588091696239, 10.700818650338359, 10.69538378165282, 10.677918139531528, 10.665665523421684, 10.650552474335797, 10.62501341510668, 10.617137185245777, 10.594894495651102, 10.576713247555777, 10.574232234611143, 10.544528171588576, 10.534263008256909, 10.510588902463281, 10.493143290664777, 10.486954901036258, 10.468206613446428, 10.45809254213388, 10.43978936615997, 10.438190606952988]"
row,randomized,50000,6000,0.0946960926055908,20,0.0001,"[2.4299949189169467, 2.3941855139937513, 2.3732227776691524, 2.3588115600488235, 2.343854267166645, 2.333497855550962, 2.321948942059226, 2.315495929208485, 2.3095692333866973, 2.29300399058473, 2.2805218843631474, 2.2763716737664734, 2.2664562859330353, 2.263527367916541, 2.251976626128166, 2.243469056726634, 2.2386568532603404, 2.233534457456059, 2.225632172828046, 2.223247912583073]"
row,randomized,40000,2000,0.4751313924789428,80,0.005,"[23.954860077122248, 9.964666690558685, 9.960954797385073, 9.92748967869022, 9.907756926091894, 9.889390310545945, 9.854840650796174, 9.843969980483095, 9.835234281030536, 9.81757361345647, 9.804781223730103, 9.793056201296105, 9.787878056272133, 9.781990667637288, 9.776290511106515, 9.759804728395437, 9.754556941358207, 9.750401002861947, 9.739475337906459, 9.725627102083143, 9.719564989292849, 9.716043863689846, 9.709202760938748, 9.698934657577185, 9.6907965346948, 9.681555150011635, 9.676346133071293, 9.664354132285752, 9.655678339227409, 9.647236312159375, 9.637364398129623, 9.63565862871528, 9.624952686963711, 9.616028055446991, 9.607302044199061, 9.601765721630771, 9.592944464275165, 9.589346284290027, 9.579175855034718, 9.570154769384073, 9.567097390810586, 9.557816373179985, 9.553719387602625, 9.54205462518014, 9.535725723095366, 9.529131461219892, 9.524097877550357, 9.522931154292205, 9.509461960751901, 9.500469088421145, 9.493333425955425, 9.491913589471624, 9.485483473028838, 9.482222346089301, 9.476248020119284, 9.471895249402623, 9.4631995127344, 9.455982981559456, 9.443468704396993, 9.436933055406483, 9.433866695806504, 9.424292253897818, 9.417042672865255, 9.403914472773026, 9.398395943112467, 9.394652328313827, 9.385486866927028, 9.376914687949073, 9.373737879961812, 9.365837154990887, 9.359965045598456, 9.350447690509169, 9.335932840080872, 9.331122903266175, 9.31895478590232, 9.318407332465224, 9.312191223142634, 9.310813945981549, 9.293206030938022, 9.288201740797655]"
row,randomized,50000,2000,0.518544363975525,80,0.0005,"[4.1837556492215455, 4.153624187699571, 4.107945699133276, 4.052449961209265, 4.026703527680238, 4.008528461485752, 3.9823823190791834, 3.95605623757499, 3.9291185955482533, 3.913043726408204, 3.8910439282502645, 3.8793175850888018, 3.855159460381125, 3.835650279951433, 3.828757692718262, 3.816188234537253, 3.8087774375255767, 3.797388089539509, 3.7904302502491136, 3.7846546054354278, 3.781004176428083, 3.7737899802451125, 3.7680970319975904, 3.7604911973655524, 3.7527265110617423, 3.7485274550079524, 3.739399482952032, 3.7379712382657564, 3.7301129966050057, 3.7274101030696825, 3.7205388318701855, 3.717065990498642, 3.7160740969663637, 3.706552688548393, 3.7012582178909037, 3.692725531194619, 3.6854296233515504, 3.6831236991308804, 3.677666719450932, 3.674095445483119, 3.668242407781591, 3.6537554296120023, 3.649765733026314, 3.64806882280661, 3.6381295062592542, 3.635275557005682, 3.6305844598304597, 3.624943282303568, 3.621874299583882, 3.6178222327332543, 3.611755230081272, 3.608329025979166, 3.6028646322182114, 3.5980154743605306, 3.593939153810928, 3.5890557504602376, 3.582872829270662, 3.581387371193652, 3.57872805278054, 3.5752909839177454, 3.565328604578787, 3.5600628861692636, 3.552882835268954, 3.5494543436374384, 3.5462074501103933, 3.544004699797938, 3.536496988121634, 3.531797951577264, 3.530025465791989, 3.5247363428531946, 3.5210729809541865, 3.5146815930485955, 3.5070823004714056, 3.5046059789348467, 3.5000120769043077, 3.496457752645836, 3.4916998319652466, 3.487989123437333, 3.4823626213978764, 3.4784891792849484]"
row,arpack,60000,2000,0.9597637891769408,40,0.01,"[56.649670496112535, 16.859010671596373, 16.833013073320643, 16.824375770890867, 16.808145974513703, 16.80640359065927, 16.791367491962486, 16.776131716933616, 16.77222579408877, 16.7645567823042, 16.751472806508843, 16.74469359121951, 16.738325375945685, 16.7272217602565, 16.72547137994073, 16.7119376742447, 16.710799308738775, 16.7056218755539, 16.698436667328, 16.683275276357307, 16.680824233172327, 16.675519532142342, 16.666374559404865, 16.66165068778292, 16.656196902926308, 16.64476370298417, 16.63637864553709, 16.632279721080973, 16.627020949207473, 16.617822416787245, 16.61512675336132, 16.612965055950102, 16.60976951259457, 16.60132592536505, 16.594259307688173, 16.587016297401497, 16.584260656680303, 16.581548871235842, 16.577094571383316, 16.57136313495131]"
row,arpack,50000,4000,0.5206670999526978,80,0.0001,"[2.718071318924841, 2.634304965405896, 2.4605449964339274, 2.444231987233496, 2.4379697436550782, 2.4347075588974927, 2.4338486633581398, 2.420344367459915, 2.3930285729209264, 2.3283372516071705, 2.3238242544906775, 2.3229104961241616, 2.306389562096428, 2.2996108166627143, 2.298552576330828, 2.2865057675101217, 2.281352797651763, 2.28081378038079, 2.266923113972987, 2.251918572476889, 2.250262383814653, 2.2481621023949923, 2.2297472624574044, 2.219768613874862, 2.219356682487205, 2.217807566970657, 2.215674512068088, 2.2080415598607215, 2.197457769028054, 2.1920956578908393, 2.191910129504943, 2.1916364113703994, 2.190589495409394, 2.190294390323763, 2.1875459340770247, 2.185597788465394, 2.1832056050141704, 2.1830328830546373, 2.182448834296811, 2.1807369410436084, 2.172504229056513, 2.1699741942474513, 2.1666176107807797, 2.1658922017128712, 2.1654744088502587, 2.1644843462566707, 2.1632115917363284, 2.1619977400374664, 2.1598854291609935, 2.159252290307585, 2.159159608529546, 2.1524967118483156, 2.1512864416661093, 2.146052739691384, 2.1404642913972687, 2.131096350429473, 2.1265967418999305, 2.1261064488460235, 2.1244899714330936, 2.120789597890032, 2.1205919514650575, 2.1189216649467566, 2.1127891568629558, 2.110681319969501, 2.110197994946407, 2.108250273393196, 2.1067688427440854, 2.1029531888957638, 2.1018104509494493, 2.1009932685883688, 2.096800837190682, 2.0863452339091384, 2.084394481459818, 2.0839178954322826, 2.0808644613333778, 2.0794846353530017, 2.077217978503332, 2.077139904230147, 2.0717636164817494, 2.0706972124713805]"
row,arpack,50000,6000,3.39064130783081,20,0.01,"[87.70580712945812, 17.45291655947016, 17.44819690716133, 17.436478103858203, 17.427631689116915, 17.416107346589904, 17.4131189538651, 17.401850399471382, 17.396223858877068, 17.382573455188176, 17.374859698734785, 17.371026098347127, 17.364017070834397, 17.358509804899455, 17.353234969524216, 17.347602559918048, 17.341129734878304, 17.33894813816779, 17.328463380827134, 17.32580045635735]"
