solver,r,c,comp,time,sing_values
randomized,50000,300,1,0.408223032951355,[6964.436979565699]
full,20000,300,18,0.3316922664642334,"[4573.637087615849, 4557.083330729013, 4552.185027579591, 4536.261195254291, 4527.763113648953, 4099.879026220103, 0.45192285302224, 0.4516128794679051, 0.4514649074924013, 0.4511785402271151, 0.4504450094997322, 0.45012633784012046, 0.4495779471733434, 0.4492163000231596, 0.448947618075822, 0.44866544623953786, 0.44816256549906947, 0.44756421562013005]"
full,50000,800,19,4.613678383827209,"[7262.9072008661715, 7249.008113685053, 7236.840715427934, 7235.245987943122, 7233.977665684407, 7224.430002211213, 7217.315943088206, 7215.210382586323, 7212.691715201177, 7209.525351045783, 7203.301983597417, 7198.689892810975, 7197.036163031151, 7193.982040868209, 7187.501121125614, 6437.73843645401, 0.718249100776063, 0.7178221878482935, 0.7176473594019697]"
full,40000,200,11,0.5048886299133301,"[6163.90444943338, 6159.075239921204, 6154.846927805201, 5787.418277875301, 0.6139549550100872, 0.6134703080154318, 0.6123848572474413, 0.6120413093983589, 0.6111057318042263, 0.6109773834843539, 0.6105722677465321]"
randomized,50000,1000,12,1.5475319147109985,"[7369.311178743672, 7347.510291245431, 7345.360604151291, 7342.854177021499, 7336.617665627893, 7334.135696500483, 7323.709892478184, 7317.998086611727, 7310.5999867671635, 7305.255851763918, 7302.284995824448, 7298.485509091994]"
full,50000,200,1,0.6725651741027832,[6841.23507352094]
full,20000,100,16,0.0783361196517944,"[4370.042744383583, 4100.394200089637, 0.43428221472786244, 0.4337388249398061, 0.43266215455818363, 0.4319280616507409, 0.4315862946213413, 0.4294983691417697, 0.42864953296553315, 0.42833602968054724, 0.42762503069270213, 0.42705236797776247, 0.42653699165895587, 0.4261065669840741, 0.4256595316719777, 0.4253085904199244]"
full,60000,400,3,1.9315346240997315,"[7635.5559453069645, 7626.171220377036, 7621.333301922022]"
full,90000,100,8,0.7805689334869385,"[8934.769831021822, 8672.65787951619, 0.892698041523188, 0.8900559425764752, 0.8898792988265252, 0.8889063905745815, 0.8884644972329832, 0.8878435767236559]"
randomized,60000,800,8,1.3979234933853149,"[7876.68670450291, 7865.644194628661, 7859.311648299076, 7854.34822489628, 7846.583041352042, 7839.569452675947, 7837.894854040631, 7833.110158517353]"
randomized,50000,100,12,0.22497239112854,"[6717.913307892214, 6473.508019446565, 0.6628512559632297, 0.6624810870983476, 0.6597192180642928, 0.6582027571228204, 0.6576894195977981, 0.6561210225773363, 0.6550981175114663, 0.654006487797109, 0.6530245135097161, 0.6527179105793129]"
randomized,50000,400,19,0.808573579788208,"[7023.240887143884, 7011.783543380215, 7006.778747814393, 7002.021523074151, 6992.814576475419, 6990.696883882028, 6984.954079152235, 6449.513617680088, 0.6820543496209254, 0.6809576148331399, 0.6801058464045513, 0.6785450566765237, 0.678435214085519, 0.6776757088336129, 0.6765657826303291, 0.6745143213259281, 0.6737521646660782, 0.6727774659195569, 0.6716554644255259]"
full,80000,700,16,6.052141427993774,"[8929.39415553451, 8914.937893667406, 8900.592517848401, 8898.42564402333, 8894.712571312239, 8887.388051130483, 8882.84934257464, 8879.950343578315, 8876.196010679574, 8863.382855901898, 8859.947877805243, 8851.710287172442, 8847.744053617846, 8174.28742594517, 0.8842554817973634, 0.8840243743186765]"
randomized,30000,200,1,0.1875172615051269,[5397.5780429553015]
randomized,80000,200,10,0.5606421232223511,"[8556.959564117291, 8546.090816549071, 8533.30230027589, 8153.314415897175, 0.8387523858126211, 0.8361326170712193, 0.8350783490227901, 0.8338839665662009, 0.8311557471447784, 0.8305074981704772]"
full,10000,900,4,1.0838799953460694,"[3749.4381690070986, 3734.3597482621826, 3728.7012612547032, 3724.904410746651]"
full,20000,1000,16,2.5439664840698244,"[4982.466033149158, 4975.630697495658, 4972.591435576578, 4968.763581666693, 4965.001892406019, 4960.2852252040075, 4952.055714981019, 4946.988213717088, 4941.649435652633, 4936.110519063777, 4933.734014200356, 4922.024331934955, 4920.2415368824795, 4917.472982898753, 4912.190405072644, 4907.86860544459]"
randomized,30000,300,12,0.3338890552520752,"[5500.387885198704, 5481.134974697204, 5473.435163215385, 5465.929456408416, 5456.713415888506, 4991.374458157687, 0.5342028228214747, 0.5311581424040178, 0.5299974450832964, 0.5293941662253933, 0.5284480527764664, 0.5274413868038516]"
randomized,10000,300,10,0.1117189645767211,"[3372.9398019143077, 3361.4488381915608, 3347.152813834176, 3336.2594491589834, 3331.1593666188005, 2907.9995758127575, 0.3267631986084953, 0.32532825503124885, 0.3244956905392772, 0.32370214418571797]"
full,10000,100,5,0.0399121522903442,"[3160.2583022109748, 2897.632484680488, 0.31546357449009654, 0.3140465845511489, 0.31222205251933177]"
full,80000,1000,2,10.864273047447204,"[9075.036994458464, 9054.139527053865]"
full,30000,500,12,1.22993061542511,"[5636.092639291351, 5631.967733932162, 5616.145995455367, 5606.764504698649, 5599.323131800665, 5592.101887250144, 5589.406059024657, 5588.758943163781, 5583.1987045166425, 5004.495074913431, 0.5577158320013298, 0.5574705621055368]"
full,20000,600,11,1.0316208600997925,"[4778.950095966508, 4772.005707200439, 4760.386125439131, 4758.894807350712, 4753.853988159433, 4743.189529476692, 4742.162648811501, 4734.0958944170225, 4722.09120833125, 4715.52831307278, 4713.761893296732]"
full,90000,400,16,3.029703664779663,"[9229.563227149074, 9224.186191252926, 9214.307168059744, 9200.697369125848, 9195.627862739619, 9188.976372487781, 9187.012217502526, 8660.403712612995, 0.9177975986405472, 0.9173100172890347, 0.9167867631781349, 0.9163329801983741, 0.9157207674274079, 0.9155165888142591, 0.9151877005886657, 0.9148469286301532]"
full,100000,100,18,0.8281685590744019,"[9405.788986665233, 9130.827451323947, 0.9391612140119423, 0.9375596971430308, 0.9370706853283157, 0.9360979944331786, 0.9354235760360751, 0.9347549263750653, 0.933625151197252, 0.9332143479669627, 0.9326235732619349, 0.9323484085655457, 0.9313404360560457, 0.9310476939112233, 0.9304466884874052, 0.9300663789315675, 0.9292110248695375, 0.9288745635268905]"
full,100000,200,8,1.4377838850021365,"[9520.870530371243, 9514.966097632707, 9501.635377462411, 9116.746358934242, 0.94981850870867, 0.948588848908217, 0.9485287071317104, 0.9476751117960921]"
randomized,60000,900,16,2.028253698348999,"[7928.954019105997, 7915.976639332816, 7909.845008835665, 7902.885116274568, 7899.621557441415, 7896.491743120777, 7886.49783353361, 7880.787208826303, 7879.159282568593, 7873.78730327206, 7872.380037798864, 7865.261766263682, 7862.370093570618, 7857.556241515678, 7854.928410908306, 7849.182404135619]"
full,90000,800,18,8.813489961624146,"[9471.708486611795, 9459.942172891393, 9455.411569336973, 9446.040979026859, 9443.907863979492, 9436.807568131831, 9427.467743381432, 9422.532214183033, 9419.120789663511, 9413.261066415205, 9406.885410725175, 9401.634514936357, 9400.17912198944, 9399.898223186967, 9394.157341047201, 8637.35650741931, 0.9392547086791219, 0.9390694395771474]"
randomized,40000,100,20,0.2291070938110351,"[6039.098020753727, 5789.875982697655, 0.5979179330424811, 0.5961476709093725, 0.5947738497106149, 0.593368743154218, 0.5912838103393564, 0.5900311624603449, 0.5893247765619247, 0.5882143431208873, 0.587683428035678, 0.586959670031859, 0.5865466488378452, 0.5858548332197246, 0.5853387666373472, 0.5840997145725839, 0.582316576787345, 0.5816553391185342, 0.5815684930319467, 0.5789479176469733]"
randomized,10000,800,15,0.2708624124526977,"[3695.0076050610905, 3689.3502931406633, 3677.9682890796803, 3672.9510701105946, 3666.6711338304845, 3662.632179416433, 3660.644348839247, 3646.0660141846106, 3640.4240436771775, 3636.9219306418586, 3630.364039564423, 3626.755753005585, 3621.356043485643, 3620.8234110187427, 3612.5427401587954]"
randomized,40000,700,8,0.905122709274292,"[6538.807409191297, 6514.463997932108, 6505.422975195043, 6499.2431327210725, 6492.797203155533, 6489.18891805095, 6485.547103915446, 6480.053794978079]"
full,100000,200,4,1.450701689720154,"[9520.870530371243, 9514.966097632707, 9501.635377462411, 9116.746358934242]"
full,60000,500,8,2.574715256690979,"[7706.044897650089, 7698.838713026319, 7688.594319921288, 7676.809665971398, 7669.651204694836, 7667.7935370333435, 7664.4674901011795, 7655.621516743648]"
randomized,40000,100,8,0.1676091909408569,"[6039.098020753727, 5789.875982697655, 0.5959411880716896, 0.5941138721071192, 0.5927202772825553, 0.5900636791425141, 0.5895765474424034, 0.5893552582436332]"
randomized,10000,300,6,0.0948394775390625,"[3372.939801914309, 3361.448838191561, 3347.1528138341755, 3336.259449158983, 3331.1593666187982, 2907.9995758127584]"
randomized,60000,900,7,1.7641872406005858,"[7926.168384069222, 7914.034485409912, 7908.451652262652, 7902.681845487888, 7896.865059270286, 7889.04308987849, 7884.697410438675]"
randomized,30000,100,6,0.1194279909133911,"[5272.332492355376, 5019.63596250788, 0.5192389922309765, 0.5175006055342952, 0.5157450420862351, 0.5128620795746787]"
randomized,30000,200,6,0.197456407546997,"[5397.578042955298, 5393.951531217722, 5371.863598120236, 5016.602031921609, 0.5261546897283836, 0.5237956854572501]"
full,30000,700,4,2.112496042251587,"[5754.469811026592, 5748.499081254933, 5741.580598171062, 5731.9834511944455]"
randomized,10000,800,3,0.1901469707489013,"[3693.7962626380463, 3687.9602332148124, 3669.661984259986]"
full,30000,100,5,0.1770051479339599,"[5272.332492355377, 5019.635962507879, 0.5264496582982748, 0.5255044742324867, 0.5245677586573254]"
full,50000,200,18,0.6860278367996215,"[6841.23507352094, 6837.411939964265, 6834.127292601142, 6448.0623940033665, 0.6825088544997895, 0.681775844587459, 0.6811150898489621, 0.6799935101146618, 0.6797081002480038, 0.6787739086858818, 0.678488807718515, 0.6779665268885748, 0.6773107085676391, 0.6769956328701202, 0.676587254914096, 0.6759637054526024, 0.6753302748025409, 0.6745785193913876]"
full,70000,600,8,4.01256799697876,"[8330.444667979975, 8328.21817411699, 8315.565988528318, 8309.285502206088, 8308.09017444551, 8294.706248068429, 8290.7450849092, 8289.324091308716]"
full,40000,200,19,0.5194982528686524,"[6163.90444943338, 6159.075239921204, 6154.846927805201, 5787.418277875301, 0.6139549550100872, 0.6134703080154318, 0.6123848572474413, 0.6120413093983589, 0.6111057318042263, 0.6109773834843539, 0.6105722677465321, 0.6093775118452397, 0.608977727141816, 0.6087604609850975, 0.6081379033188201, 0.6078330452199625, 0.6077045720541555, 0.6073983496484031, 0.6067217571324505]"
randomized,20000,400,14,0.2851080417633057,"[4647.1304918722235, 4632.074509830499, 4626.709408021862, 4621.148683996788, 4616.229465517639, 4611.946912199556, 4606.988004857463, 4099.879433857671, 0.4493276862382444, 0.44749047865767694, 0.44664634471601683, 0.4457854904857818, 0.4454156823758269, 0.44399256217682287]"
randomized,80000,500,12,1.48689067363739,"[8794.724608715176, 8791.700832278751, 8784.113613584499, 8775.987704084066, 8771.702925725762, 8765.01232187996, 8756.496717201813, 8755.410479586817, 8746.894102989572, 8166.272284978333, 0.8508268468776593, 0.8496771582773545]"
randomized,20000,200,4,0.1221435546875,"[4493.5054347215155, 4473.265462523507, 4468.596421375503, 4106.86392227575]"
full,30000,200,19,0.3424006223678589,"[5397.578042955298, 5393.9515312177255, 5371.863598120236, 5016.6020319216095, 0.5365983977986435, 0.5363187550923394, 0.5350013489294085, 0.5348818556890605, 0.5341956722425564, 0.5338543646342588, 0.5328089518430412, 0.5324581327470885, 0.5319831707508212, 0.5316856995125617, 0.5314208548427631, 0.5306089732532326, 0.5301460822074184, 0.5298245520789369, 0.5292789308428503]"
randomized,10000,1000,4,0.2366901159286499,"[3786.928034758752, 3776.174317276172, 3759.6804920174586, 3755.9322212313946]"
randomized,80000,1000,18,2.751178312301636,"[9075.036994458467, 9054.139527053867, 9046.376968073875, 9044.986071610629, 9041.351968428304, 9031.045860378554, 9029.379554995678, 9024.260346191772, 9020.629890487626, 9016.48517080599, 9014.76370435657, 9011.20440907165, 9003.432800561599, 9001.274645373365, 8997.014231447343, 8993.902323340575, 8992.212053707646, 8988.872587242813]"
full,40000,300,7,0.8220221042633057,"[6272.033780190416, 6255.831413580102, 6239.263767583082, 6237.491981609837, 6228.951362406368, 5758.676727920884, 0.6222083396373393]"
randomized,30000,400,4,0.3150071859359741,"[5562.591117852823, 5557.48560110482, 5555.713442575876, 5538.068867188152]"
full,50000,500,11,2.133952522277832,"[7089.760396376955, 7083.308992633254, 7071.190092257084, 7063.217581693532, 7053.122170233787, 7051.456810919271, 7045.779093707963, 7044.6644702824, 7041.449249015904, 6457.086322944698, 0.7033665551687375]"
full,100000,400,8,3.402807688713074,"[9698.84442419005, 9692.2875513285, 9682.997047209388, 9675.95515475553, 9667.07934512107, 9666.052290808831, 9656.612295894241, 9120.512794209431]"
randomized,80000,800,12,2.072795581817627,"[8968.282350418223, 8963.795430771612, 8952.274209743422, 8946.788686512173, 8943.400312013793, 8935.944982017545, 8932.69602327366, 8924.14654195654, 8922.803166139105, 8919.871792927843, 8916.827897680907, 8908.914033187708]"
full,60000,300,1,1.292006826400757,[7565.795770325891]
randomized,60000,700,16,1.5710263013839725,"[7836.900355013398, 7826.7150328760035, 7811.637471667329, 7805.644198362285, 7796.594776094422, 7794.7036288695, 7790.641688568124, 7787.351270397878, 7781.307142457064, 7775.807010535983, 7764.810701974391, 7759.365240537827, 7755.926248806616, 7073.510971594252, 0.7525330388639826, 0.7522986884496752]"
randomized,50000,400,6,0.5866603374481201,"[7023.240887143888, 7011.783543380213, 7006.778747814394, 7002.02152307415, 6992.814576475422, 6990.696883882023]"
full,60000,1000,18,7.672381329536438,"[7974.902431822366, 7966.103397670493, 7959.755336406283, 7954.815079481642, 7943.201927764346, 7937.160391530107, 7936.480684974619, 7931.669996094161, 7928.9616670489495, 7923.492722443467, 7918.738917516345, 7914.641571086409, 7911.095598453626, 7910.327411404773, 7900.491694513267, 7899.3373500437465, 7897.725774050979, 7893.108887980809]"
full,10000,100,6,0.0403875350952148,"[3160.2583022109748, 2897.632484680488, 0.31546357449009654, 0.3140465845511489, 0.31222205251933177, 0.3108375684016383]"
randomized,40000,800,3,0.7756620645523071,"[6568.748231842265, 6561.598614253192, 6557.023036674227]"
full,40000,900,20,4.264309358596802,"[6625.617848465554, 6623.889505259186, 6614.131145610033, 6611.177411886739, 6605.051718871044, 6599.498592538519, 6592.721878461024, 6589.184770148335, 6587.696389136419, 6581.502342812342, 6577.574850096391, 6574.326614090645, 6564.114706203514, 6564.077526315734, 6560.523809820988, 6555.188252147704, 6554.069999053146, 5768.578211959795, 0.6548010487312802, 0.6546764127495721]"
full,70000,1000,18,9.147257208824158,"[8536.072349595728, 8529.231989905107, 8527.208229328431, 8523.488221931982, 8511.557755320537, 8507.044591883378, 8501.662275028462, 8494.661652397037, 8493.918494037303, 8489.266901043862, 8483.407237596717, 8481.484143284584, 8478.202594531578, 8474.299122293944, 8470.533822143409, 8469.57261997273, 8464.197892391254, 8462.17039459379]"
full,50000,600,20,2.83354115486145,"[7151.404476913122, 7141.445411063063, 7135.777008978616, 7128.310213002663, 7122.964199522345, 7115.601253581958, 7113.227016793969, 7109.96426902482, 7105.711581885475, 7094.21710443081, 7088.733291126305, 6425.973339085464, 0.708462208338474, 0.7082401224730548, 0.7075695934936636, 0.7073201008255766, 0.7070525906659887, 0.7061998876487793, 0.7058617969675607, 0.7056776459477371]"
randomized,10000,500,8,0.174700927734375,"[3528.7172128009115, 3521.5511792980833, 3505.299495122639, 3503.1753912950344, 3498.2088922379767, 3490.699237135173, 3488.793435717958, 3477.9152025300764]"
full,30000,400,2,0.860414457321167,"[5562.59111785282, 5557.485601104823]"
randomized,20000,400,7,0.2527709484100341,"[4647.130491872221, 4632.074509830502, 4626.7094080218685, 4621.1486839967865, 4616.229465517636, 4611.946912199559, 4606.98800485747]"
full,30000,600,10,1.6301580667495728,"[5694.9584722118225, 5678.907793510772, 5675.290214976571, 5673.147098493712, 5665.674108841458, 5657.534921652498, 5655.944536198053, 5642.6872610881, 5642.342170607818, 5638.585622020672]"
full,10000,700,3,0.6994953870773315,"[3649.9823830637147, 3627.454120203251, 3621.1148623796867]"
randomized,90000,1000,4,2.2175944328308104,"[9552.507838242034, 9546.283222681435, 9534.260364575983, 9529.22356935247]"
randomized,90000,900,2,2.105297064781189,"[9506.45773033678, 9505.996019981247]"
full,50000,700,13,3.624696969985962,"[7225.146784089902, 7200.124670915714, 7195.245158238565, 7186.968824517922, 7185.450533596502, 7175.690896139022, 7167.513329754211, 7163.117814157026, 7159.150422233934, 7155.379036377891, 7151.368974508321, 7147.929675500767, 7144.2934556797045]"
randomized,10000,800,6,0.2150373697280883,"[3695.0076050610924, 3689.350293140663, 3677.968289079683, 3672.9510701105937, 3666.671133830485, 3662.6321794164332]"
full,20000,400,2,0.5300885677337647,"[4647.130491872219, 4632.074509830497]"
full,40000,200,4,0.5195468425750732,"[6163.90444943338, 6159.075239921204, 6154.846927805201, 5787.418277875301]"
randomized,20000,500,17,0.416875433921814,"[4716.999064296418, 4708.638486998776, 4698.7711920541105, 4696.939928542362, 4684.755600146227, 4677.638157842517, 4671.7500095699015, 4669.208708517941, 4665.951079856973, 4082.9817447332407, 0.45607655530922064, 0.4538979886368113, 0.45262192832340076, 0.45186590354993766, 0.450866219086147, 0.45065585175107964, 0.44996383354542774]"
full,50000,300,17,1.055537462234497,"[6964.436979565709, 6932.833201987828, 6924.519416377996, 6916.025967469433, 6911.593780214679, 6453.248154307009, 0.6909467455901904, 0.6901409196782073, 0.6897781201559482, 0.6883880589016413, 0.688088958745711, 0.6877954241270218, 0.6872948533481287, 0.6867509125934548, 0.6865460030295147, 0.6859975854074639, 0.6848535859503518]"
full,70000,300,10,1.5678056478500366,"[8136.049712128708, 8124.509213792959, 8106.7897129423045, 8099.909482779733, 8094.270589370804, 7609.943056531612, 0.8090630342948145, 0.8087982425944745, 0.8077693316772754, 0.8075527846202067]"
randomized,60000,900,3,1.4649220705032349,"[7917.2837545821, 7908.466740167045, 7901.452593459249]"
full,30000,900,16,3.219255971908569,"[5855.914184098577, 5848.365378601145, 5840.420789495561, 5834.7364728716975, 5831.33700736384, 5821.602493393703, 5816.487835875597, 5814.219344792201, 5811.90089179875, 5809.855132380555, 5802.90743626881, 5797.676443299238, 5796.179339909874, 5790.808658649894, 5785.707842331928, 5780.852294424332]"
full,40000,500,20,1.6978793621063233,"[6411.968297986339, 6399.859786552821, 6391.203802450295, 6388.112194955371, 6378.2446608704295, 6370.508509355871, 6361.718594275336, 6355.775013913394, 6353.916756824885, 5774.190955194715, 0.6352427998160746, 0.6346020198125173, 0.6340913356987599, 0.6334725185685273, 0.6331463130104856, 0.6329469511957736, 0.6324466118999409, 0.6320988482358266, 0.632022192897649, 0.6316970606847261]"
randomized,30000,800,5,0.6282066822052002,"[5806.472673979365, 5793.850500419623, 5786.40042665678, 5782.268442290553, 5777.2663388288975]"
full,30000,600,1,1.624594783782959,[5694.9584722118225]
randomized,70000,300,20,0.9301624059677124,"[8136.049712128705, 8124.509213792957, 8106.789712942307, 8099.909482779733, 8094.2705893708, 7609.943056531613, 0.7937328354392411, 0.7919592145392621, 0.7897969614960636, 0.7891913499085429, 0.7883093635479683, 0.7871564413306388, 0.7861619838957472, 0.7853334463162862, 0.7849629464995177, 0.784206059571112, 0.7825372321881182, 0.7822382172839109, 0.7813575898256617, 0.7791430182768232]"
full,80000,500,20,3.648911356925965,"[8794.724608715169, 8791.700832278755, 8784.113613584486, 8775.987704084058, 8771.702925725758, 8765.012321879965, 8756.4967172018, 8755.410479586804, 8746.894102989569, 8166.272284978335, 0.8744582205829332, 0.8741627633346011, 0.8739867529181161, 0.8733698160503987, 0.8729425192801782, 0.8726729975931408, 0.8719857050371589, 0.8714451826359904, 0.8712713627899709, 0.8707588170102218]"
randomized,60000,300,2,0.4695909976959228,"[7565.7957703258835, 7557.447410026403]"
full,40000,700,17,2.860983729362488,"[6538.807409191283, 6514.463997932111, 6505.422975195044, 6499.243132721081, 6492.797203155533, 6489.188918050953, 6485.5471039154445, 6480.05379497808, 6475.38989497387, 6471.056371900244, 6467.150584218921, 6462.294046649571, 6461.417772192086, 5770.936395700485, 0.6457664192236053, 0.6453575373628243, 0.6443592582286328]"
randomized,70000,600,2,0.9465703010559082,"[8330.444667979977, 8328.218174116995]"
randomized,50000,200,14,0.3713455200195312,"[6841.235073520945, 6837.411939964263, 6834.127292601146, 6448.062394003366, 0.6706146937008545, 0.6682308847467499, 0.6667797540052066, 0.665743138842017, 0.66468871488462, 0.6641292013378091, 0.6636942297290471, 0.6618980751945812, 0.6609669079367777, 0.6595890335006734]"
randomized,30000,1000,10,0.856654691696167,"[5904.398694519367, 5899.793741140208, 5890.046603146035, 5883.838549118855, 5881.22591223216, 5869.148357308067, 5865.803745967824, 5859.328139745268, 5851.221068187172, 5849.977168002942]"
full,60000,600,2,3.4174407005310057,"[7763.372071474042, 7758.105307507434]"
randomized,100000,200,8,0.711267614364624,"[9520.87053037124, 9514.966097632705, 9501.635377462413, 9116.746358934237, 0.9340444508228738, 0.9305532920698263, 0.9286727858787209, 0.9281963645614911]"
full,60000,500,1,2.587270975112915,[7706.044897650089]
randomized,10000,400,7,0.14366455078125,"[3446.430236906098, 3440.3076498464807, 3431.613156939908, 3430.0808266839767, 3420.177300870281, 3412.1411156099225, 3409.9176146759455]"
full,60000,300,12,1.291214323043823,"[7565.795770325891, 7557.447410026403, 7539.6504964594105, 7529.222996840272, 7525.168692351191, 7053.443313910373, 0.7519457751701139, 0.7514130644343766, 0.751021534213383, 0.7505547250545244, 0.7499110845325381, 0.7492477705820739]"
full,100000,900,12,11.331383347511292,"[9995.306715981116, 9986.82698370953, 9970.50822758997, 9967.018548754246, 9958.85391180266, 9955.813305505912, 9949.109690201187, 9942.95676671734, 9940.655984363093, 9937.63888345083, 9932.919710854661, 9926.321744571398]"
full,100000,100,6,0.8537458419799805,"[9405.788986665233, 9130.827451323947, 0.9391612140119423, 0.9375596971430308, 0.9370706853283157, 0.9360979944331786]"
full,60000,300,8,1.2899117946624756,"[7565.795770325891, 7557.447410026403, 7539.6504964594105, 7529.222996840272, 7525.168692351191, 7053.443313910373, 0.7519457751701139, 0.7514130644343766]"
full,70000,500,2,3.04144401550293,"[8275.775839086487, 8263.180754907728]"
full,10000,200,2,0.0875813007354736,"[3288.85887057697, 3273.4356872688772]"
full,10000,1000,14,1.335463786125183,"[3791.5714860062976, 3782.313161632106, 3777.3866313300855, 3770.2987988507675, 3765.2799904951007, 3759.3797503841365, 3752.893886730578, 3749.0412325770244, 3747.235481560224, 3741.366336189855, 3737.61071213021, 3726.9422982665037, 3726.338497048788, 3721.400780547925]"
full,90000,100,6,0.7747578382492065,"[8934.769831021822, 8672.65787951619, 0.892698041523188, 0.8900559425764752, 0.8898792988265252, 0.8889063905745815]"
full,80000,500,6,3.605788540840149,"[8794.724608715169, 8791.700832278755, 8784.113613584486, 8775.987704084058, 8771.702925725758, 8765.012321879965]"
full,10000,400,8,0.2514719009399414,"[3446.430236906098, 3440.3076498464816, 3431.6131569399104, 3430.080826683977, 3420.177300870282, 3412.1411156099225, 3409.9176146759455, 2914.883126838822]"
full,70000,300,8,1.532909083366394,"[8136.049712128708, 8124.509213792959, 8106.7897129423045, 8099.909482779733, 8094.270589370804, 7609.943056531612, 0.8090630342948145, 0.8087982425944745]"
full,20000,700,20,1.3632102966308597,"[4840.128721292031, 4830.519128648965, 4819.806642130919, 4815.5133808619685, 4813.158775000965, 4806.474626186575, 4803.157639828862, 4797.765234339075, 4790.683270106695, 4779.850850467074, 4776.0246483599985, 4773.066581863421, 4764.417183720772, 4095.741498070251, 0.4762732752208131, 0.47599884895532096, 0.4754227341020435, 0.47487771880592317, 0.4746214469389144, 0.4744544658627849]"
full,40000,400,9,1.2332370042800904,"[6338.195755142778, 6332.098212858201, 6326.6451001664, 6313.555817819604, 6310.400949365759, 6306.57141043876, 6294.665654718046, 5784.301104082925, 0.6292050484300916]"
full,50000,1000,3,6.87217652797699,"[7369.3111787436665, 7347.510291245424, 7345.360604151291]"
full,30000,500,4,1.2233468770980835,"[5636.092639291351, 5631.967733932162, 5616.145995455367, 5606.764504698649]"
randomized,80000,700,18,2.16894416809082,"[8929.394155534499, 8914.937893667404, 8900.592517848403, 8898.425644023324, 8894.712571312233, 8887.388051130487, 8882.849342574638, 8879.950343578317, 8876.196010679574, 8863.382855901893, 8859.947877805242, 8851.71028717245, 8847.744053617838, 8174.287425945161, 0.8606624921704927, 0.8580056621888666, 0.8574079851809077, 0.8569560496748818]"
full,60000,400,20,1.8864811182022092,"[7635.5559453069645, 7626.171220377036, 7621.333301922022, 7610.324977908186, 7603.999028571217, 7601.837300652203, 7592.252246591811, 7065.086059077648, 0.7589549286702361, 0.7587183182045327, 0.7579554571934858, 0.7574838769791574, 0.7567144660011524, 0.756652723896068, 0.7559221240413703, 0.7552085445743126, 0.7548679670544535, 0.7548192043879507, 0.7545194351357644, 0.7542063781661222]"
full,50000,900,15,5.3245401859283445,"[7317.887825577336, 7307.056110618018, 7293.242784027487, 7289.872556969829, 7284.630312801209, 7282.2888941238, 7271.571548742012, 7268.528935102383, 7265.826230933023, 7260.159479047031, 7256.997020753712, 7253.364327118617, 7252.901505109038, 7249.291653295054, 7242.707324890476]"
full,60000,400,18,1.899575424194336,"[7635.5559453069645, 7626.171220377036, 7621.333301922022, 7610.324977908186, 7603.999028571217, 7601.837300652203, 7592.252246591811, 7065.086059077648, 0.7589549286702361, 0.7587183182045327, 0.7579554571934858, 0.7574838769791574, 0.7567144660011524, 0.756652723896068, 0.7559221240413703, 0.7552085445743126, 0.7548679670544535, 0.7548192043879507]"
full,10000,500,7,0.4023140430450439,"[3528.717212800915, 3521.551179298086, 3505.299495122637, 3503.1753912950385, 3498.208892237978, 3490.6992371351753, 3488.7934357179574]"
full,60000,200,20,0.8304913759231567,"[7462.155953247903, 7456.911345664498, 7446.159408098179, 7057.552594659013, 0.7443676115905842, 0.7433603592657355, 0.7427698943347665, 0.7423715310436406, 0.7419527855782186, 0.7406186107628973, 0.7400538723705878, 0.7399490486624934, 0.7392614018274023, 0.7387631532968051, 0.7378836723172799, 0.737426768962673, 0.7370881865805531, 0.736723037012867, 0.7365133481116307, 0.7361547285626152]"
full,10000,900,14,1.083497309684753,"[3749.4381690070986, 3734.3597482621826, 3728.7012612547032, 3724.904410746651, 3718.198939334135, 3709.6132878076487, 3701.6871157997916, 3699.3054076185654, 3696.8883485856554, 3694.785516844782, 3690.57377748186, 3688.3728894714154, 3686.31466722879, 3676.863453964182]"
randomized,100000,700,4,1.948447847366333,"[9891.363070341355, 9879.409370193374, 9867.582203652357, 9862.12843223244]"
randomized,40000,800,15,1.085630679130554,"[6575.154756195015, 6563.350025855032, 6559.761904905748, 6549.124287969941, 6548.224578388243, 6545.789333878246, 6534.938236797574, 6529.958537504513, 6527.153178564504, 6521.687382591691, 6517.188907531452, 6516.305355880062, 6513.395953558096, 6509.9127624773955, 6502.892203065215]"
full,100000,700,10,7.806504917144776,"[9891.363070341362, 9879.409370193383, 9867.582203652339, 9862.12843223244, 9856.584389240159, 9852.458877433735, 9847.750017350214, 9841.381962449173, 9834.920068015359, 9828.243378806028]"
randomized,80000,500,6,1.2932761907577517,"[8794.724608715174, 8791.700832278762, 8784.113613584488, 8775.987704084071, 8771.702925725762, 8765.012321879956]"
full,10000,300,4,0.156386137008667,"[3372.939801914309, 3361.448838191562, 3347.1528138341773, 3336.2594491589857]"
randomized,40000,1000,18,1.3526092290878295,"[6688.669937843145, 6674.456567001412, 6670.652798920081, 6662.381335086676, 6654.180007955975, 6648.8976197459315, 6646.276250638117, 6638.783903040486, 6631.785406110492, 6628.896627511369, 6626.512663515357, 6615.62270349789, 6612.024153203684, 6610.017654456488, 6606.368413239648, 6596.831288300372, 6595.5127054042005, 6588.885280105]"
