row,r,c,comp,time,n_over,n_iter,norm,driver,sing_values
row,50000,1000,0.1,2.331574424107869,26,8,LU,gesdd,"[7369.3111787436765, 7347.510291245424, 7345.360604151302, 7342.854177021492, 7336.617665627901, 7334.135696500482, 7323.709892478192, 7317.998086611711, 7310.599986767153, 7305.255851763911, 7302.2849958244415, 7298.48550909199, 7297.890626828548, 7293.532269989347, 7292.19931187948, 7283.7100036100255, 7280.433459318516, 7278.327664825777, 7274.972973881283, 6453.291139680928, 0.7186136989369134, 0.7170843790568912, 0.716925609653227, 0.7165986513822569, 0.7158370460206451, 0.7152055134242788, 0.7148794466749047, 0.7142073785378202, 0.7138875459387665, 0.7130878387144205, 0.7129982109558676, 0.7127926967715336, 0.7125413743644172, 0.7119054532955296, 0.7114725781053917, 0.7112631288955622, 0.7105176215552288, 0.7103118231817074, 0.7098591518810877, 0.7093909673460297, 0.708972454227212, 0.7084526986792944, 0.7079868448771811, 0.7077590801471615, 0.7076376952064396, 0.7065897602563024, 0.7064663958199151, 0.7061714904292097, 0.7055209294774513, 0.7051112826674001, 0.7049000438291185, 0.7045740067556351, 0.7041843150673293, 0.7039892207172189, 0.703560882338262, 0.702873066968619, 0.7026089723625418, 0.7023057936044877, 0.7021875249647074, 0.7018834449762791, 0.701391743712645, 0.7011119008441219, 0.7005966924484754, 0.700254474831002, 0.6999353380889851, 0.6996290594033174, 0.6989112554258008, 0.6988551561964074, 0.6984927431553428, 0.6982739116912801, 0.6979029661573645, 0.6975528173611214, 0.6971371508115165, 0.6967794900008045, 0.696100200748862, 0.6958300775527967, 0.6954624600868899, 0.6950235021518898, 0.6949343819660779, 0.6943083246218804, 0.6941988807843723, 0.6937112879627688, 0.6935155296847042, 0.6931730722735486, 0.6923496802448694, 0.6919976746526552, 0.6918952579623421, 0.691012583795085, 0.690705765953737, 0.6902087534438847, 0.6899652241690084, 0.6893559692470589, 0.6887877547497335, 0.6885997349039422, 0.688273360265877, 0.6879506454798171, 0.6878127742651121, 0.6875419943381695, 0.6872489164408967, 0.6867746733266352]"
row,50000,1000,0.1,0.9056924661000568,8,2,LU,gesdd,"[7369.31117874367, 7347.510291245448, 7345.360604151281, 7342.8541770215015, 7336.617665627896, 7334.135696500486, 7323.709892478192, 7317.99808661172, 7310.599986767158, 7305.255851763917, 7302.284995824448, 7298.485509091993, 7297.890626828549, 7293.5322699893495, 7292.199311879478, 7283.710003610029, 7280.433459318522, 7278.327664825774, 7274.972973881288, 6453.291139680926, 0.693943324333506, 0.6924919601505908, 0.6908962006667891, 0.6899548373100614, 0.6887546680205922, 0.6885973342844152, 0.6878387642874572, 0.6873616975177703, 0.6868252861459094, 0.6857015941321838, 0.6853100329324162, 0.6844643819937003, 0.6841376018229652, 0.6838776037830151, 0.6833949384970741, 0.6830108411700602, 0.6822133284656523, 0.6818259019036241, 0.6814992600894795, 0.6803163447651718, 0.6793088151565971, 0.6789686135282786, 0.6788485470174127, 0.6782969943208519, 0.6779486954106947, 0.6774113716535768, 0.6773368517165386, 0.6765648328082678, 0.6761033502031563, 0.67555323104888, 0.6751730649362503, 0.6749788530878502, 0.6740541626827888, 0.6734942300783792, 0.6733797142595286, 0.6731781562014643, 0.6730425032704883, 0.6719251302007693, 0.6714812039175045, 0.6711313643786815, 0.670643150589119, 0.6705323858412914, 0.6693995757077981, 0.6692682727721362, 0.6686747404856386, 0.6681784569761832, 0.6677684589078693, 0.6671281602522786, 0.6667904861307179, 0.6661915167827273, 0.6660761877775778, 0.6653725634959672, 0.6647420563053451, 0.6639694851903133, 0.6638864515658506, 0.6630176677456958, 0.6626310086383174, 0.6625553981520516, 0.6616665668917807, 0.6613888237633112, 0.660235939061068, 0.6599224456887635, 0.6596071502522434, 0.6593017306514369, 0.658602564955528, 0.6584739925005992, 0.657881321094907, 0.6575519951849981, 0.6571227197861333, 0.6567274899654171, 0.6559837792852832, 0.6553932981767084, 0.6550425502817496, 0.6542192605222242, 0.6538230491768717, 0.6535139710891283, 0.653334895910065, 0.6517505844487864, 0.6514965706157501, 0.6511497870720476]"
row,50000,1000,0.1,1.0648425738016765,26,2,LU,gesdd,"[7369.311178743681, 7347.510291245426, 7345.360604151305, 7342.854177021495, 7336.617665627895, 7334.13569650049, 7323.709892478193, 7317.998086611716, 7310.599986767153, 7305.255851763917, 7302.284995824452, 7298.485509091986, 7297.890626828549, 7293.532269989349, 7292.199311879483, 7283.710003610032, 7280.433459318519, 7278.327664825776, 7274.972973881286, 6453.291139680925, 0.6948912772069056, 0.6940637238361207, 0.693439151517312, 0.6921555838620501, 0.6916265703543525, 0.691064247835785, 0.6898411811174098, 0.6894849634223913, 0.6891543956687646, 0.6883425424394461, 0.687865957222016, 0.6868825387901882, 0.6865115534268887, 0.6862469578245145, 0.6860664575429364, 0.6854102160191906, 0.684629253218103, 0.6839006134173665, 0.683359365482207, 0.6830031889744691, 0.6824273592442754, 0.6819930498510174, 0.6819043044080412, 0.6813449060394763, 0.6807462543296882, 0.6805049666448063, 0.6800601572292649, 0.6794582116355271, 0.6788354629499266, 0.6781436783461772, 0.6773643534855248, 0.677305423597872, 0.6769900777775967, 0.6765144279322439, 0.6763337194163122, 0.6759521594246113, 0.6756486979057562, 0.6751907329360257, 0.6749446633415577, 0.6741204335801013, 0.6731378983483333, 0.6724356907554345, 0.6721325588375454, 0.6720479100712164, 0.6716099012058231, 0.671299276715707, 0.6709384442877604, 0.6700260536207149, 0.6698898703224891, 0.6695595846684804, 0.6689698989038295, 0.6682690869977989, 0.6680326228008924, 0.6677715749631411, 0.6675321529113478, 0.6666494884856471, 0.6663871476627167, 0.6663165732238095, 0.6660233477409832, 0.6655045868232705, 0.6654409089011024, 0.6649359369709363, 0.6643806327987698, 0.6641247082113458, 0.6635572862210494, 0.6629616220061673, 0.6627195974458099, 0.6626109314781303, 0.6616593636987291, 0.6610658422901731, 0.660800362094988, 0.6598670114917673, 0.6592966555469845, 0.6587786892705519, 0.6586929268834175, 0.658388409620687, 0.6578146594332649, 0.6575180241834385, 0.6568025696235485, 0.6567362121290842]"
row,50000,1000,0.1,3.4635536511739096,12,7,QR,gesdd,"[7369.311178743669, 7347.510291245428, 7345.360604151303, 7342.854177021499, 7336.617665627899, 7334.13569650049, 7323.709892478199, 7317.998086611717, 7310.599986767162, 7305.255851763914, 7302.2849958244515, 7298.485509091992, 7297.890626828551, 7293.532269989352, 7292.199311879483, 7283.710003610031, 7280.433459318524, 7278.327664825778, 7274.972973881286, 6453.291139680922, 0.7158394226572525, 0.7149785621698128, 0.714433708453373, 0.7139282792748604, 0.7133940091999466, 0.7130900812597365, 0.7123238886807388, 0.7118734000487627, 0.7113064119416012, 0.7108103548111145, 0.7104726403450023, 0.7099109687888437, 0.709326529908605, 0.7086061073367619, 0.7083539221224981, 0.7078842469872335, 0.7070622658459064, 0.7062891619852626, 0.7060219537207225, 0.7057907522988635, 0.7051937725682808, 0.7049096589828551, 0.7047804255833252, 0.7042361205461786, 0.7034667831928579, 0.7034273276237849, 0.70307662313832, 0.7021733069046798, 0.7021213917897278, 0.7020014823783485, 0.7015775926527813, 0.7011186322906828, 0.7003344467906542, 0.70014132661595, 0.6996045266198783, 0.6993121137805162, 0.6991387633000543, 0.6988075080037327, 0.6981482438068223, 0.6977241659088711, 0.6971424427180029, 0.6967694240113768, 0.6965287710150336, 0.6959489249633884, 0.6958341286912616, 0.6953853857224623, 0.695220803527126, 0.6943921788547599, 0.6939990818532179, 0.6934073440865048, 0.6933349492345187, 0.6926844117173385, 0.69247004150254, 0.6923332125116347, 0.6918820150409298, 0.6915813237958663, 0.6913097718570187, 0.6906124635745142, 0.6899407773419406, 0.689685547273853, 0.6894613268896993, 0.6890949018718773, 0.6885565071302443, 0.6881290034918794, 0.6879704742175544, 0.6875527842061817, 0.6869432020064365, 0.6860333102369639, 0.6857165094655207, 0.6853574669362706, 0.6847111983921095, 0.6839078598837106, 0.6834946093043116, 0.6834524296200194, 0.6829145768679882, 0.6825754567963686, 0.6821737903796358, 0.6817763805107894, 0.6815664271955547, 0.6811452900345021]"
row,50000,1000,0.1,1.1742546558380127,4,2,QR,gesdd,"[7369.311178743681, 7347.510291245424, 7345.360604151305, 7342.854177021493, 7336.617665627895, 7334.135696500489, 7323.709892478197, 7317.9980866117185, 7310.5999867671535, 7305.255851763909, 7302.284995824451, 7298.48550909199, 7297.89062682855, 7293.532269989351, 7292.199311879474, 7283.710003610026, 7280.4334593185185, 7278.3276648257715, 7274.972973881287, 6453.291139680921, 0.6931710232025258, 0.692284808899464, 0.6904960513985653, 0.6898632168495228, 0.6896145038000144, 0.6883034317437904, 0.687139260855988, 0.6863508170163308, 0.6854544301090629, 0.685362731055434, 0.6852453938304582, 0.6844703123612271, 0.683618086794677, 0.6832236827587352, 0.6823819890035808, 0.6821933522210215, 0.6818596430021668, 0.6811528288709169, 0.6800932708853621, 0.6798953259983045, 0.6796680115857939, 0.6790018360352369, 0.6787377816735712, 0.6782288856923423, 0.6778257063676968, 0.6771076457625267, 0.6761632976244849, 0.6759756626155727, 0.675737098472308, 0.6753023956061937, 0.6748159503686331, 0.6735572630534323, 0.6733754037495644, 0.6732702945853835, 0.672522934129605, 0.672311926370297, 0.6719365355071765, 0.6711278232669196, 0.6708298564680005, 0.6706686009678491, 0.6704744893377055, 0.6700106397528797, 0.6685568312549574, 0.6682863072941098, 0.6678425826253207, 0.6675232409208095, 0.6669460869682287, 0.6669014590173342, 0.666058151388173, 0.665970696694385, 0.6652844576866681, 0.664895798510751, 0.664439037646399, 0.6640110751764946, 0.6634526428619542, 0.6629076249624577, 0.6622607718187331, 0.6618932616056278, 0.6611665261065798, 0.6610299718073338, 0.6602079312893957, 0.6600864530333163, 0.6596253419817482, 0.6589491145882245, 0.65781151863207, 0.6573900083161816, 0.6567085482473054, 0.6563994251302527, 0.6561088367867729, 0.6555133012795173, 0.6548767516440069, 0.6535107643294431, 0.6525247226383045, 0.6515969417444666, 0.6513310812661374, 0.6508846457784129, 0.6501886342243905, 0.6490248548652152, 0.6486317839828853, 0.6480905655092125]"
row,50000,1000,0.1,0.8303269545237223,10,2,none,gesdd,"[7369.311178743675, 7347.510291245425, 7345.360604151308, 7342.854177021498, 7336.6176656278985, 7334.135696500491, 7323.709892478196, 7317.998086611721, 7310.599986767163, 7305.25585176391, 7302.284995824456, 7298.485509091993, 7297.890626828551, 7293.532269989351, 7292.199311879491, 7283.710003610034, 7280.433459318517, 7278.327664825778, 7274.972973881283, 6453.291139680925, 0.1168511802050076, 0.11427867030056776, 0.11334494700228294, 0.11291623193517411, 0.11223257283837197, 0.111406538170343, 0.11127870891926882, 0.11037228972395545, 0.11006805545548501, 0.10923641532476241, 0.10796347252681913, 0.10666290610862095, 0.10626732370866267, 0.10581589378315623, 0.1047725902788901, 0.1042206907406113, 0.10368893634941641, 0.10327350166473948, 0.10236059563178695, 0.10193600909415508, 0.10105320702313292, 0.10004207646076346, 0.09950701591178149, 0.09936029782090479, 0.09876298811701385, 0.09768298421563106, 0.09745089784081909, 0.09715458350947355, 0.09683001801053467, 0.09605634241768253, 0.09602358568318707, 0.09531121579546377, 0.09497290131160435, 0.0947131758535339, 0.0942326231302416, 0.09335276725386822, 0.09315646992986089, 0.0928581440981451, 0.09152988957121047, 0.09116371747300675, 0.09106149257653845, 0.09038558134337434, 0.08990813253161099, 0.0897040720865128, 0.08894684699968176, 0.08875597012063975, 0.0884123132614821, 0.08795670973688047, 0.08771019332442576, 0.08716240420105285, 0.08646947855287615, 0.08579158061544624, 0.08534780457091931, 0.08514456821053237, 0.08484960619442676, 0.08447430570096176, 0.08371627607579037, 0.0833073469505383, 0.08286995678666466, 0.08256558715930333, 0.08169427906194862, 0.08099728695641505, 0.08092218236131961, 0.07994555332062125, 0.07949362616631421, 0.07883754865366939, 0.07868938074154844, 0.07841771113744173, 0.07804445685630308, 0.07678556894995138, 0.07657878492419852, 0.07614384034245443, 0.07581143612912444, 0.07533707409452502, 0.07474738137481672, 0.07414765900906739, 0.07343709815536255, 0.07333825551088446, 0.07239330365201734, 0.07188907323159376]"
row,50000,1000,0.1,2.293219550450643,12,9,LU,gesdd,"[7369.311178743666, 7347.510291245426, 7345.3606041513085, 7342.854177021498, 7336.617665627897, 7334.135696500493, 7323.709892478193, 7317.998086611713, 7310.599986767165, 7305.255851763912, 7302.284995824444, 7298.485509091991, 7297.890626828549, 7293.532269989351, 7292.199311879483, 7283.710003610034, 7280.433459318522, 7278.327664825783, 7274.9729738812875, 6453.291139680924, 0.7192326464932086, 0.7184549709248828, 0.7178562122999375, 0.7176267173481066, 0.7172678574990167, 0.716854320029645, 0.7160249233624525, 0.7158286573535393, 0.7152859734625079, 0.7146976505292153, 0.7144026372702375, 0.7140262962127586, 0.7130824909583413, 0.7128127110832481, 0.7120118395389335, 0.7116633153260492, 0.71149533616229, 0.710462547710435, 0.7104519470187655, 0.7099885786706954, 0.709604784007704, 0.7088889160435135, 0.7086563866146829, 0.7082355556157245, 0.7079964143901187, 0.7078061979107204, 0.7076169393541462, 0.7071986171633263, 0.7065540672480358, 0.7062284018828554, 0.7060091078914555, 0.7058168189627366, 0.7045516464278313, 0.7044596049935341, 0.7043453784412856, 0.7038496858281139, 0.7033215477962306, 0.7029041354519842, 0.7026591787299178, 0.7024922037249623, 0.7016974625168783, 0.7015032205676281, 0.70095606811048, 0.7008410067691867, 0.700458418318114, 0.7001541442411006, 0.6999840128744939, 0.6991167503521754, 0.6985282088950908, 0.6983181476133519, 0.6980027956883605, 0.6978330250870171, 0.697298401981736, 0.6970844267405698, 0.6966250207182628, 0.6962995761547608, 0.6960420141564465, 0.6952111130321242, 0.6949023478352535, 0.6947228918467725, 0.6945303013924309, 0.6941307248606523, 0.6938702890355563, 0.6937578751456128, 0.6931935257479594, 0.6928944128194576, 0.69219500026706, 0.6911637506071138, 0.6907014403097484, 0.6904115540011762, 0.689985905475826, 0.6894993032802739, 0.688980033358957, 0.6884203885164847, 0.688296431602966, 0.6875634778783377, 0.6873484147159202, 0.6871470017138492, 0.6867198388158029, 0.686377498333705]"
row,50000,1000,0.1,0.949819803237915,16,2,LU,gesdd,"[7369.311178743673, 7347.510291245432, 7345.360604151303, 7342.8541770215015, 7336.617665627896, 7334.135696500485, 7323.709892478191, 7317.998086611715, 7310.599986767155, 7305.255851763914, 7302.284995824449, 7298.485509091987, 7297.890626828549, 7293.532269989347, 7292.199311879481, 7283.710003610029, 7280.433459318518, 7278.327664825775, 7274.972973881281, 6453.291139680924, 0.6943713626179473, 0.6936957169346165, 0.6919633494381717, 0.6912324597229738, 0.6899032269264038, 0.6897723213965717, 0.689114245987504, 0.6880607865923765, 0.6876378673377743, 0.6867706103376402, 0.6864557264568084, 0.6856119866066056, 0.6849124394408134, 0.6846920142388124, 0.6841913516876524, 0.6839632490479467, 0.6831665188954522, 0.6826112454493865, 0.6821296234549975, 0.6816897628344404, 0.6810945267955273, 0.6805800050711881, 0.6800246558415802, 0.6796511904423201, 0.6793358669149979, 0.678580205262502, 0.6781796280459179, 0.6779061023007292, 0.6777096833402843, 0.677103834805846, 0.6765989622155457, 0.676323145569097, 0.6755301846383043, 0.6753570818695738, 0.6747803022565357, 0.6741530210525886, 0.673774499198598, 0.673672912729853, 0.6732628989291026, 0.6728585439457259, 0.6722648827834141, 0.6720521386977646, 0.6715229322681774, 0.670884640760162, 0.6707337249442694, 0.6701092590942983, 0.6699175871501063, 0.6697767004704364, 0.6691524744440116, 0.6683517577991692, 0.6679405454447237, 0.6677938631706994, 0.6671445396867919, 0.6670362111260465, 0.6666211709309545, 0.6663062183255388, 0.6651126795100663, 0.6645521505748849, 0.6638882115885372, 0.6636631538464115, 0.6631805999979002, 0.6627944565773993, 0.6622633831194829, 0.6620111328818175, 0.6613798353867266, 0.6612373024140537, 0.6608339512244487, 0.6603876490925199, 0.6598722762954785, 0.6592366462978424, 0.6588780902323484, 0.6583792102099517, 0.6569963784024914, 0.6569238632777145, 0.6563042561268312, 0.655879386669461, 0.6556984142792461, 0.655096997237818, 0.654706473743472, 0.6542097814546122]"
row,50000,1000,0.1,1.7914013067881267,14,3,QR,gesdd,"[7369.31117874367, 7347.510291245427, 7345.360604151297, 7342.854177021494, 7336.617665627893, 7334.135696500502, 7323.709892478184, 7317.998086611715, 7310.599986767161, 7305.255851763917, 7302.284995824446, 7298.485509091991, 7297.890626828548, 7293.532269989349, 7292.199311879483, 7283.710003610032, 7280.433459318521, 7278.327664825783, 7274.972973881281, 6453.291139680923, 0.7015838322281329, 0.6999938325710804, 0.6993561194106723, 0.6988771982574891, 0.6978423330475261, 0.6970392089919756, 0.6967600347183717, 0.6961651642876077, 0.694734478518422, 0.694120701821639, 0.6936022228257108, 0.6932749856934693, 0.6929265861525232, 0.6917586331696645, 0.6916689484070617, 0.6913213495794476, 0.6911297734828965, 0.6905573945612864, 0.6900300425773465, 0.6892546640534682, 0.6889599679086436, 0.6882541674587067, 0.6879574552990904, 0.6873684205657815, 0.6869250154663659, 0.6866394737439544, 0.686403292224162, 0.6854241496343606, 0.6851870914445248, 0.6849800667657507, 0.6846834963627396, 0.684145101035678, 0.6837902473559428, 0.6833616282192999, 0.6828035101023087, 0.6822225025678642, 0.6818610882052091, 0.6810996821724029, 0.6810170963301542, 0.6805216359854479, 0.679547971660626, 0.6792836586453731, 0.6787569655326656, 0.6782499100186952, 0.6780054588755918, 0.6777137958565841, 0.6770078981642139, 0.6767396057411796, 0.6760658438353747, 0.6756200324674261, 0.6751739282821768, 0.6748769113587867, 0.6744311452438753, 0.6736399992748586, 0.6733242847760545, 0.6726990216414938, 0.6723190337746907, 0.6720883153652355, 0.6716297982850258, 0.6711730038042055, 0.6708041684851269, 0.6703098905522054, 0.6695708450840393, 0.6695431077555581, 0.6688650908627863, 0.6683774515052677, 0.6680084664342109, 0.667367673909301, 0.6669489385181074, 0.6663129581365825, 0.6660253488665144, 0.6657661178107379, 0.664803297533196, 0.6641230012461835, 0.6639674544092403, 0.6629101700320267, 0.6625871505662988, 0.6619268619991713, 0.6617491540466984, 0.6610683024251411]"
row,50000,1000,0.1,0.9194278240203856,12,1,QR,gesdd,"[7369.311178743677, 7347.510291245431, 7345.3606041513085, 7342.854177021493, 7336.617665627893, 7334.135696500487, 7323.709892478191, 7317.998086611713, 7310.599986767159, 7305.2558517639145, 7302.284995824449, 7298.485509091988, 7297.890626828547, 7293.532269989352, 7292.199311879483, 7283.710003610032, 7280.433459318516, 7278.327664825778, 7274.972973881282, 6453.291139680926, 0.6852737233431792, 0.6834964630323042, 0.6827966765742355, 0.6823117781376971, 0.6814554536131404, 0.6809740901745502, 0.6799336552127835, 0.6786894127462646, 0.6783523520009976, 0.6780230413468658, 0.6771789804728057, 0.6765514249617927, 0.6763879936827977, 0.6757406139494637, 0.6753972761497451, 0.674560544850266, 0.6732339409274689, 0.6728753565512429, 0.67248612204365, 0.6723616560629017, 0.6712266438319698, 0.6707931166049428, 0.6702140736970524, 0.6699731951891209, 0.6694539262465836, 0.6692385986872021, 0.6686663917327137, 0.6680725523322574, 0.6679666046084654, 0.6671108093548971, 0.6669952214965459, 0.6661845535043412, 0.6658879045113126, 0.6651993342479259, 0.6650952093224078, 0.6649427692117232, 0.6648799173672674, 0.6642430327929184, 0.6640448164162996, 0.6631992465207155, 0.6622365898080274, 0.6619217880212026, 0.6611497580492028, 0.6607259196485642, 0.6603791536263567, 0.6598460233796368, 0.6591525690921237, 0.6585245184161886, 0.6578747559341249, 0.6576076871285088, 0.6571600039679407, 0.6567240065714459, 0.6562290968503255, 0.6555267621967545, 0.6551692758594145, 0.6543881758165501, 0.654302959395062, 0.6540783324078816, 0.6537255230390518, 0.6529510446288788, 0.6524546937705314, 0.6521050041314969, 0.6517015108393083, 0.6511687826797008, 0.6509650623100287, 0.6503394630414987, 0.6500223505167229, 0.6491150652711027, 0.648606724171785, 0.6484354017852357, 0.6477023030431329, 0.6469626437114782, 0.6463714648122288, 0.6461263571455987, 0.6458450980450603, 0.6450866402159492, 0.6445685537611646, 0.6440635620217492, 0.6438084025188692, 0.6428780925790424]"
