solver,r,c,comp,time,sing_values
full,80000,400,16,1.4622681379318236,"[8734.136129082148, 8727.17679433991, 8720.581799695525, 8707.583230364959, 8703.486455568458, 8698.68261158598, 8691.484302553265, 8164.666833226752, 0.8683163646771603, 0.8681072450217654, 0.867658041994361, 0.8672404039076421, 0.8665773281287081, 0.8660422519677973, 0.8656409836991135, 0.8654080612166217]"
full,50000,400,20,0.8199294090270997,"[7023.240887143898, 7011.783543380204, 7006.778747814385, 7002.021523074139, 6992.814576475412, 6990.696883882022, 6984.954079152231, 6449.513617680089, 0.6971882159054116, 0.6967194751292233, 0.6962059247523247, 0.6954921848281115, 0.6949234263097483, 0.6947276138887019, 0.6945189088809995, 0.6941571385907379, 0.6937392348894055, 0.6933134617531249, 0.6923387898026974, 0.6921813312178032]"
randomized,70000,900,1,0.8605961799621582,[8490.071027890566]
full,30000,200,14,0.1748570919036865,"[5397.578042955284, 5393.951531217719, 5371.863598120232, 5016.602031921609, 0.5365983977987091, 0.5363187550923295, 0.5350013489294106, 0.5348818556890172, 0.534195672242567, 0.5338543646342685, 0.532808951843044, 0.5324581327470949, 0.5319831707507718, 0.5316856995125496]"
randomized,10000,900,12,0.1485335826873779,"[3749.438169007098, 3734.359748262179, 3728.701261254697, 3724.904410746652, 3718.1989393341332, 3709.6132878076496, 3701.687115799788, 3699.305407618564, 3696.888348585658, 3694.7855168447795, 3690.573777481859, 3688.3728894714136]"
full,80000,400,10,1.4649844408035275,"[8734.136129082148, 8727.17679433991, 8720.581799695525, 8707.583230364959, 8703.486455568458, 8698.68261158598, 8691.484302553265, 8164.666833226752, 0.8683163646771603, 0.8681072450217654]"
randomized,100000,700,6,1.0245503425598144,"[9891.363070341373, 9879.409370193378, 9867.582203652319, 9862.128432232448, 9856.584389240157, 9852.458877433735]"
randomized,80000,400,6,0.4705264329910278,"[8734.136129082168, 8727.17679433992, 8720.581799695534, 8707.583230364959, 8703.486455568463, 8698.682611585979]"
full,40000,600,2,1.0844165802001953,"[6470.037142115205, 6459.687434836086]"
full,100000,700,14,4.019183468818665,"[9891.363070341367, 9879.409370193373, 9867.582203652322, 9862.128432232454, 9856.584389240159, 9852.458877433737, 9847.750017350223, 9841.38196244917, 9834.920068015363, 9828.24337880604, 9824.512374156338, 9820.530353915527, 9816.90374274692, 9124.382840227621]"
randomized,70000,600,14,0.6677184581756592,"[8330.444667979966, 8328.218174116986, 8315.565988528322, 8309.285502206098, 8308.09017444553, 8294.706248068424, 8290.745084909207, 8289.32409130872, 8286.423547563107, 8282.356705738204, 8277.90450182648, 7609.885710585568, 0.806860159210762, 0.802728335025719]"
randomized,100000,700,14,1.1037795782089233,"[9891.363070341366, 9879.409370193365, 9867.582203652328, 9862.128432232452, 9856.58438924017, 9852.458877433728, 9847.750017350232, 9841.381962449164, 9834.920068015355, 9828.24337880604, 9824.512374156337, 9820.530353915532, 9816.903742746908, 9124.38284022762]"
randomized,20000,600,10,0.19290771484375,"[4778.950095966509, 4772.005707200446, 4760.386125439134, 4758.894807350713, 4753.8539881594315, 4743.1895294766955, 4742.162648811518, 4734.0958944170225, 4722.091208331251, 4715.528313072777]"
full,30000,1000,14,1.7312479257583615,"[5904.398694519376, 5899.793741140209, 5890.046603146025, 5883.838549118863, 5881.225912232163, 5869.148357308058, 5865.803745967818, 5859.3281397452665, 5851.221068187181, 5849.977168002936, 5848.413629883261, 5842.763466496176, 5838.489485710075, 5835.335035281738]"
full,100000,600,18,3.192476725578308,"[9826.661133805515, 9809.78720729009, 9803.832428840133, 9795.585802411482, 9786.859771716694, 9784.091808266869, 9781.01570687551, 9778.199485272524, 9773.59860647069, 9770.625189461773, 9767.313810042426, 9090.860429464103, 0.9763469190152342, 0.9762063054544892, 0.9750302231845217, 0.9748579127549432, 0.9743833033654745, 0.9739796332603662]"
full,20000,100,2,0.0391991853713989,"[4370.04274438359, 4100.394200089637]"
full,20000,700,12,0.6631671190261841,"[4840.128721292025, 4830.519128648969, 4819.80664213091, 4815.513380861969, 4813.158775000956, 4806.4746261865685, 4803.157639828861, 4797.765234339081, 4790.683270106695, 4779.850850467076, 4776.024648359997, 4773.066581863427]"
randomized,80000,100,14,0.2632876634597778,"[8442.642480988945, 8188.778917063274, 0.8325530484516668, 0.8311065967355126, 0.828831388916589, 0.8284208980639929, 0.8268946808907596, 0.8256805722259977, 0.824927599914639, 0.8240107887526372, 0.8235759914884477, 0.8221203131426891, 0.8217678875545406, 0.8213122492994692]"
full,70000,700,12,2.5583874225616454,"[8399.062893533643, 8390.406369560149, 8380.488630532798, 8378.000664458865, 8367.372185748842, 8359.128899446454, 8354.432049314284, 8347.00927065959, 8344.033114393062, 8335.522298368576, 8331.79280720241, 8327.21884574]"
randomized,100000,900,10,1.376126503944397,"[9995.30671598114, 9986.826983709532, 9970.508227589979, 9967.018548754244, 9958.853911802646, 9955.81330550591, 9949.109690201174, 9942.956766717341, 9940.655984363091, 9937.63888345083]"
full,30000,400,18,0.4263702869415283,"[5562.591117852819, 5557.485601104819, 5555.713442575876, 5538.068867188144, 5528.492679437548, 5526.946802162315, 5526.141290259713, 4998.705315641225, 0.5515970838654192, 0.5511092928376736, 0.550668225022877, 0.5504529720404607, 0.5499507588939476, 0.5495007337624672, 0.548960561490024, 0.5487634070647683, 0.5485542962681363, 0.5481429595312377]"
full,70000,600,16,2.111408495903015,"[8330.444667979971, 8328.218174116986, 8315.565988528335, 8309.285502206083, 8308.090174445531, 8294.706248068424, 8290.745084909224, 8289.324091308723, 8286.423547563105, 8282.35670573821, 8277.904501826482, 7609.885710585564, 0.8273408936544009, 0.8269537697405727, 0.8264609076808207, 0.826057728482298]"
full,10000,600,2,0.291891074180603,"[3581.688379953813, 3571.091920669367]"
full,60000,600,1,1.7401359319686889,[7763.372071474036]
full,30000,1000,18,1.733479809761047,"[5904.398694519376, 5899.793741140209, 5890.046603146025, 5883.838549118863, 5881.225912232163, 5869.148357308058, 5865.803745967818, 5859.3281397452665, 5851.221068187181, 5849.977168002936, 5848.413629883261, 5842.763466496176, 5838.489485710075, 5835.335035281738, 5829.515995312372, 5827.132051158494, 5821.795104013431, 5819.993680668551]"
full,50000,100,6,0.2441433906555175,"[6717.913307892221, 6473.508019446563, 0.6709002031558696, 0.6708193314371169, 0.6695915291863412, 0.6691528988095234]"
full,70000,800,2,3.21884343624115,"[8447.265225607714, 8437.8351423023]"
randomized,60000,1000,14,0.8869526624679566,"[7974.902431822382, 7966.103397670494, 7959.75533640629, 7954.815079481627, 7943.201927764355, 7937.160391530114, 7936.480684974624, 7931.669996094165, 7928.961667048953, 7923.492722443473, 7918.738917516341, 7914.641571086419, 7911.0955984536195, 7910.327411404765]"
randomized,20000,700,8,0.2385278224945068,"[4840.128721292023, 4830.5191286489635, 4819.806642130915, 4815.51338086196, 4813.15877500095, 4806.474626186566, 4803.157639828867, 4797.765234339087]"
randomized,80000,800,6,0.9129328250885008,"[8968.282350418223, 8963.795430771615, 8952.27420974342, 8946.788686512169, 8943.40031201381, 8935.944982017547]"
full,10000,1000,4,0.7182971954345703,"[3791.571486006295, 3782.313161632109, 3777.386631330084, 3770.2987988507703]"
full,100000,700,18,4.018476867675782,"[9891.363070341367, 9879.409370193373, 9867.582203652322, 9862.128432232454, 9856.584389240159, 9852.458877433737, 9847.750017350223, 9841.38196244917, 9834.920068015363, 9828.24337880604, 9824.512374156338, 9820.530353915527, 9816.90374274692, 9124.382840227621, 0.9810851582314296, 0.980933050901537, 0.9800878865346806, 0.9799649022463037]"
randomized,50000,900,10,0.6728793382644653,"[7317.88782557733, 7307.056110617996, 7293.242784027496, 7289.872556969838, 7284.630312801209, 7282.288894123803, 7271.571548742015, 7268.528935102386, 7265.8262309330285, 7260.159479047037]"
randomized,70000,100,6,0.1616913318634033,"[7913.004333847331, 7675.890168364744, 0.7801974883070415, 0.7781827055221602, 0.7768989055379714, 0.7742822921868774]"
full,50000,400,1,0.8183412313461303,[7023.240887143898]
randomized,90000,300,8,0.4264435529708862,"[9154.277878485622, 9142.055994080454, 9132.50644169928, 9128.771421346974, 9119.6721385829, 8645.157251342298, 0.8930725731296266, 0.8899232538482456]"
full,100000,500,2,2.513293099403381,"[9761.627049663288, 9755.274563448365]"
full,70000,200,20,0.6120484113693238,"[8035.560651205272, 8023.400862030801, 8015.831708455529, 7632.03994028117, 0.8001699532251811, 0.8000595335052466, 0.7994193981722258, 0.7991799930020634, 0.7982116518063385, 0.7978895670398115, 0.7974103764281402, 0.7959317190602336, 0.7957510178184646, 0.7951957586955661, 0.794777986015454, 0.794471250527261, 0.793537913720279, 0.7932474595489314, 0.792859573044038, 0.7923926286969676]"
full,90000,300,14,1.2208205461502075,"[9154.277878485633, 9142.055994080452, 9132.506441699281, 9128.771421346968, 9119.672138582897, 8645.157251342294, 0.9109417515247168, 0.9099779962128426, 0.9098601808491065, 0.9095722639891682, 0.9091903069002446, 0.9085594876444665, 0.9080045119671263, 0.9078271231482836]"
randomized,80000,800,10,0.9516380310058594,"[8968.282350418209, 8963.795430771608, 8952.274209743424, 8946.788686512162, 8943.400312013797, 8935.944982017538, 8932.696023273666, 8924.146541956541, 8922.803166139114, 8919.871792927845]"
full,20000,600,4,0.5155724287033081,"[4778.950095966509, 4772.00570720045, 4760.386125439137, 4758.8948073507145]"
full,70000,100,14,0.4067636966705322,"[7913.004333847332, 7675.890168364743, 0.7898454202854596, 0.7894327680071884, 0.786856925300843, 0.7861059887764269, 0.7855421232482701, 0.7847307146276705, 0.7843053793064485, 0.7838940802013935, 0.7833599334051439, 0.7824908403444543, 0.7817301167626391, 0.7810913602581889]"
full,60000,700,10,2.1556129693984984,"[7836.900355013437, 7826.715032875993, 7811.6374716673345, 7805.644198362285, 7796.594776094412, 7794.7036288695035, 7790.641688568128, 7787.351270397873, 7781.307142457067, 7775.80701053599]"
randomized,50000,400,10,0.3166083812713623,"[7023.240887143902, 7011.783543380202, 7006.778747814387, 7002.021523074149, 6992.81457647541, 6990.696883882015, 6984.954079152228, 6449.513617680084, 0.6785052134797567, 0.6765195157561448]"
randomized,60000,400,16,0.4094462156295776,"[7635.555945306967, 7626.171220377034, 7621.333301922029, 7610.324977908199, 7603.999028571221, 7601.837300652198, 7592.252246591815, 7065.086059077649, 0.7433336839706061, 0.739967007381943, 0.7393391064065462, 0.738256689837533, 0.7358695240507823, 0.734364902279894, 0.7331992017310823, 0.7328465589233859]"
full,50000,100,14,0.2492872953414917,"[6717.913307892221, 6473.508019446563, 0.6709002031558696, 0.6708193314371169, 0.6695915291863412, 0.6691528988095234, 0.6679521699953778, 0.6674060511790711, 0.6664499297362846, 0.6663251704733905, 0.6655877479118801, 0.6650829867083371, 0.663827460625428, 0.6633222666776445]"
randomized,50000,700,18,0.5752932548522949,"[7225.146784089891, 7200.124670915716, 7195.245158238565, 7186.968824517911, 7185.450533596505, 7175.690896139018, 7167.513329754203, 7163.1178141570135, 7159.150422233935, 7155.3790363778935, 7151.368974508335, 7147.929675500767, 7144.2934556797045, 6459.240421237953, 0.6933657259700523, 0.6929225961267478, 0.690921277299954, 0.6891167389127466]"
randomized,90000,100,18,0.3278873443603515,"[8934.769831021824, 8672.657879516184, 0.88376496676816, 0.8807752583309704, 0.8794203807342224, 0.8782280818050628, 0.8772258997035542, 0.8770862206930802, 0.8767807035593066, 0.8751925568867648, 0.8747200822191782, 0.874181254996888, 0.8734037502992991, 0.8718926997400367, 0.8703624810238666, 0.8699102790699127, 0.8681726885373584, 0.8673222185010703]"
randomized,50000,300,14,0.2434295654296875,"[6964.4369795656985, 6932.83320198783, 6924.51941637799, 6916.025967469432, 6911.593780214673, 6453.248154307007, 0.6774895554949769, 0.6725137472646536, 0.6715761596529988, 0.670925776800067, 0.6697102204593246, 0.6687190312837907, 0.6685442769861748, 0.6679664833285148]"
full,30000,100,18,0.0696625471115112,"[5272.332492355383, 5019.635962507878, 0.5264496582982633, 0.5255044742324884, 0.5245677586573131, 0.5238907001607062, 0.5223207111139974, 0.5214507007724715, 0.5206034530173695, 0.5202816507141784, 0.5186840076161738, 0.5185182537095125, 0.5183378108179625, 0.5179211512723436, 0.5176664330877472, 0.5168369082677706, 0.5162507258451676, 0.5160012036055787]"
randomized,60000,800,20,0.7958262205123902,"[7876.686704502917, 7865.644194628675, 7859.311648299063, 7854.348224896305, 7846.583041352025, 7839.569452675953, 7837.894854040647, 7833.110158517348, 7831.886618517005, 7821.872668723962, 7819.126498747793, 7816.206859641177, 7814.138530342264, 7810.960782311644, 7806.032904514339, 7052.270371895914, 0.7576390755374053, 0.7571668973401265, 0.7555732566555743, 0.7546310912944254]"
randomized,40000,900,18,0.5702699899673462,"[6625.617848465547, 6623.889505259172, 6614.131145610026, 6611.177411886744, 6605.051718871045, 6599.498592538514, 6592.721878461022, 6589.184770148339, 6587.69638913642, 6581.5023428123495, 6577.574850096392, 6574.326614090639, 6564.1147062035225, 6564.077526315736, 6560.523809821, 6555.188252147714, 6554.069999053142, 5768.578211959802]"
randomized,100000,400,12,0.6721000671386719,"[9698.844424190054, 9692.287551328516, 9682.997047209403, 9675.955154755542, 9667.079345121072, 9666.052290808846, 9656.612295894245, 9120.512794209439, 0.943256132145626, 0.9412257818408578, 0.9396320017668831, 0.9376413845219144]"
randomized,90000,900,6,1.1547402381896972,"[9517.41615393939, 9506.071700598359, 9498.430921050678, 9489.49883702391, 9487.589929266296, 9481.399260061453]"
full,70000,1000,16,4.128083562850952,"[8536.072349595719, 8529.23198990509, 8527.208229328422, 8523.488221931977, 8511.557755320524, 8507.044591883357, 8501.662275028459, 8494.661652397032, 8493.918494037307, 8489.266901043846, 8483.407237596715, 8481.484143284575, 8478.202594531575, 8474.29912229392, 8470.533822143407, 8469.572619972723]"
full,10000,100,18,0.0211534023284912,"[3160.2583022109793, 2897.632484680488, 0.3154635744900844, 0.31404658455115547, 0.3122220525193387, 0.3108375684016391, 0.31034707950162965, 0.30960254595661246, 0.3086347704597299, 0.3083413887545338, 0.30778582142129374, 0.30711008742042917, 0.3065993052761996, 0.3061909429759097, 0.305922256251988, 0.3052664300280737, 0.304936115252103, 0.30440802051198357]"
randomized,60000,900,6,0.7604643344879151,"[7917.927262650017, 7912.576526657112, 7907.577415037923, 7901.93915820838, 7897.668046069826, 7891.923204282589]"
randomized,40000,700,14,0.4379268407821655,"[6538.807409191288, 6514.463997932105, 6505.422975195045, 6499.243132721073, 6492.79720315554, 6489.18891805097, 6485.547103915449, 6480.053794978073, 6475.38989497388, 6471.056371900252, 6467.150584218922, 6462.294046649573, 6461.417772192085, 5770.9363957004825]"
full,40000,100,16,0.1478434324264526,"[6039.098020753723, 5789.87598269765, 0.6030096734890774, 0.6026781167867992, 0.6016610784253577, 0.6012628316784091, 0.5997870511225989, 0.5993729266551404, 0.5986962077722277, 0.5980775147381235, 0.597779535503764, 0.59589152100492, 0.5953183510654182, 0.5951706748373189, 0.594730485844948, 0.5941183051737255]"
randomized,40000,600,6,0.3469880819320678,"[6470.037142115204, 6459.687434836078, 6456.657269956007, 6453.46391321524, 6443.13032771709, 6440.4474450582975]"
randomized,40000,800,16,0.5209223985671997,"[6575.154756194999, 6563.350025855021, 6559.761904905747, 6549.1242879699475, 6548.224578388235, 6545.789333878238, 6534.938236797573, 6529.95853750451, 6527.15317856451, 6521.687382591681, 6517.188907531451, 6516.305355880063, 6513.395953558093, 6509.912762477395, 6502.892203065217, 5771.013119273134]"
randomized,10000,1000,12,0.1591608524322509,"[3791.571486006301, 3782.3131616321093, 3777.386631330084, 3770.298798850777, 3765.279990495105, 3759.379750384144, 3752.893886730582, 3749.0412325770326, 3747.2354815602216, 3741.3663361898566, 3737.6107121302134, 3726.9422982665083]"
full,100000,200,14,0.998571515083313,"[9520.870530371209, 9514.966097632701, 9501.635377462413, 9116.746358934239, 0.9498185087084153, 0.9485888489083021, 0.9485287071316532, 0.9476751117961385, 0.9464407683329621, 0.9462325979513746, 0.9458418730714719, 0.9451359585262628, 0.9449243017402253, 0.9447296725203822]"
randomized,20000,700,10,0.2083411931991577,"[4840.128721292024, 4830.519128648962, 4819.806642130909, 4815.513380861962, 4813.158775000955, 4806.474626186574, 4803.157639828859, 4797.765234339087, 4790.683270106695, 4779.850850467075]"
full,100000,100,12,0.6730500221252441,"[9405.788986665217, 9130.827451323947, 0.939161214011921, 0.9375596971430314, 0.9370706853283226, 0.9360979944331684, 0.9354235760360761, 0.9347549263750559, 0.9336251511972418, 0.9332143479669835, 0.932623573261912, 0.9323484085655548]"
randomized,50000,300,10,0.2277035236358642,"[6964.436979565699, 6932.833201987832, 6924.519416377988, 6916.0259674694325, 6911.59378021467, 6453.248154307007, 0.6758736245635497, 0.6728140608511466, 0.6716808429888141, 0.6710255030920327]"
randomized,40000,300,1,0.160648775100708,[6272.033780190412]
full,40000,100,10,0.1356054306030273,"[6039.098020753723, 5789.87598269765, 0.6030096734890774, 0.6026781167867992, 0.6016610784253577, 0.6012628316784091, 0.5997870511225989, 0.5993729266551404, 0.5986962077722277, 0.5980775147381235]"
randomized,30000,800,18,0.3965747356414795,"[5806.536530433907, 5794.366244820101, 5787.11930268678, 5783.280955942351, 5777.557258767934, 5770.651105593483, 5768.634797791001, 5760.574854148062, 5752.517310800788, 5749.388544971542, 5746.161295877224, 5741.091289662924, 5738.646650179151, 5736.1042645089665, 5731.658723985522, 4994.642687704619, 0.557980537057726, 0.555600032235044]"
full,30000,100,14,0.0791865587234497,"[5272.332492355383, 5019.635962507878, 0.5264496582982633, 0.5255044742324884, 0.5245677586573131, 0.5238907001607062, 0.5223207111139974, 0.5214507007724715, 0.5206034530173695, 0.5202816507141784, 0.5186840076161738, 0.5185182537095125, 0.5183378108179625, 0.5179211512723436]"
full,10000,800,14,0.4754391193389892,"[3695.007605061085, 3689.350293140658, 3677.968289079685, 3672.951070110592, 3666.671133830488, 3662.632179416433, 3660.644348839245, 3646.0660141846042, 3640.4240436771756, 3636.9219306418545, 3630.3640395644234, 3626.7557530055824, 3621.356043485649, 3620.8234110187445]"
randomized,10000,700,16,0.1216968536376953,"[3649.982383063721, 3627.4541202032433, 3621.1148623796757, 3616.48217623941, 3609.598834364093, 3607.4160665665017, 3599.3336408352943, 3598.067570707698, 3593.545242744049, 3587.773949234064, 3582.2126650382393, 3574.7342421399608, 3570.4190096748316, 2904.8808816672167, 0.34930100073237136, 0.34701674517272946]"
full,80000,400,2,1.4534681797027589,"[8734.136129082148, 8727.17679433991]"
full,90000,100,1,0.5984587430953979,[8934.769831021824]
randomized,20000,200,16,0.0952816486358642,"[4493.50543472152, 4473.265462523514, 4468.596421375503, 4106.863922275752, 0.43738623252586006, 0.43580643240762784, 0.43396117944627255, 0.43368509054417836, 0.43178433914129216, 0.43153589126044667, 0.43089907561955687, 0.42954930158529825, 0.42910593817801884, 0.428610777075331, 0.4277072794255131, 0.4267530552633407]"
randomized,30000,600,1,0.2466459274291992,[5693.3088608744365]
randomized,30000,600,16,0.2983027458190918,"[5694.9584722118325, 5678.907793510767, 5675.290214976568, 5673.147098493711, 5665.67410884145, 5657.534921652506, 5655.9445361980515, 5642.687261088105, 5642.3421706078125, 5638.585622020671, 5634.90158914153, 4982.004226355555, 0.5491179640428993, 0.548315827443938, 0.5470770171293098, 0.5463895310399791]"
randomized,20000,400,2,0.1156999111175537,"[4647.130491872217, 4632.074509830506]"
full,20000,900,4,1.0272244691848755,"[4941.214944674226, 4927.5616942207635, 4922.236671774441, 4917.950959660199]"
full,70000,800,20,3.244277596473694,"[8447.265225607714, 8437.8351423023, 8428.483841257143, 8417.470966517647, 8415.719598566819, 8414.5967621019, 8407.09179978879, 8399.046106526435, 8392.72165025011, 8390.3157422156, 8387.30851570101, 8384.732860632028, 8382.5903279672, 8373.379749722768, 8367.851770458818, 7614.071644839917, 0.836321450573244, 0.835947531941612, 0.8356710947643967, 0.8355068964864729]"
full,20000,1000,8,1.2205050230026244,"[4982.466033149151, 4975.630697495657, 4972.591435576576, 4968.76358166669, 4965.0018924060205, 4960.285225204009, 4952.055714981013, 4946.988213717085]"
full,40000,900,18,1.9718493700027464,"[6625.617848465548, 6623.889505259173, 6614.131145610018, 6611.177411886743, 6605.051718871042, 6599.498592538514, 6592.7218784610195, 6589.184770148341, 6587.696389136409, 6581.502342812346, 6577.5748500963955, 6574.326614090636, 6564.114706203515, 6564.077526315733, 6560.523809820995, 6555.188252147703, 6554.069999053142, 5768.578211959793]"
full,30000,800,14,1.2493847608566284,"[5806.536530433897, 5794.366244820105, 5787.119302686786, 5783.280955942352, 5777.557258767933, 5770.651105593489, 5768.6347977910045, 5760.574854148069, 5752.5173108007875, 5749.38854497154, 5746.1612958772275, 5741.091289662927, 5738.646650179153, 5736.10426450897]"
randomized,100000,400,20,0.7494802951812745,"[9698.844424190047, 9692.28755132851, 9682.997047209406, 9675.955154755537, 9667.079345121074, 9666.052290808839, 9656.612295894241, 9120.512794209431, 0.9448149142306805, 0.943824165110483, 0.9415408810303768, 0.9401526303757988, 0.9394181487087532, 0.938153281753544, 0.9376150178776328, 0.9361405216585329, 0.9353064374964786, 0.9345613299439853, 0.9338901636580869, 0.932244892263174]"
full,50000,500,8,1.084110140800476,"[7089.760396376941, 7083.308992633247, 7071.190092257077, 7063.21758169352, 7053.122170233781, 7051.456810919269, 7045.779093707962, 7044.664470282394]"
full,40000,400,4,0.6179667472839355,"[6338.1957551427695, 6332.098212858193, 6326.645100166395, 6313.555817819613]"
randomized,40000,1000,20,0.6354574918746948,"[6688.669937843147, 6674.456567001411, 6670.652798920076, 6662.381335086669, 6654.180007955971, 6648.897619745933, 6646.276250638117, 6638.78390304047, 6631.785406110482, 6628.896627511361, 6626.512663515368, 6615.622703497885, 6612.024153203687, 6610.017654456484, 6606.368413239647, 6596.831288300367, 6595.512705404201, 6588.8852801049925, 6586.977646758648, 5759.504983068913]"
full,80000,500,1,1.9090765714645384,[8794.724608715165]
full,90000,800,8,4.445368027687072,"[9471.708486611818, 9459.942172891408, 9455.411569336979, 9446.04097902686, 9443.907863979504, 9436.807568131846, 9427.467743381441, 9422.532214183037]"
randomized,40000,800,14,0.4876746416091919,"[6575.154756195014, 6563.350025855023, 6559.761904905748, 6549.124287969946, 6548.224578388234, 6545.789333878241, 6534.938236797569, 6529.958537504517, 6527.1531785645075, 6521.687382591688, 6517.18890753145, 6516.30535588006, 6513.395953558094, 6509.9127624773955]"
full,60000,600,6,1.7111839771270752,"[7763.372071474036, 7758.105307507422, 7756.537694404237, 7742.117041110333, 7739.362688683907, 7733.178126507555]"
full,90000,800,12,4.358685541152954,"[9471.708486611818, 9459.942172891408, 9455.411569336979, 9446.04097902686, 9443.907863979504, 9436.807568131846, 9427.467743381441, 9422.532214183037, 9419.120789663526, 9413.261066415207, 9406.88541072518, 9401.634514936353]"
randomized,60000,900,18,0.8430769205093384,"[7928.954019105983, 7915.976639332824, 7909.845008835676, 7902.885116274578, 7899.6215574414155, 7896.49174312079, 7886.497833533597, 7880.787208826302, 7879.15928256858, 7873.787303272065, 7872.380037798854, 7865.261766263688, 7862.370093570612, 7857.556241515678, 7854.928410908323, 7849.182404135623, 7844.492230565324, 7059.822696452229]"
full,10000,300,18,0.0989115953445434,"[3372.939801914308, 3361.4488381915617, 3347.1528138341814, 3336.259449158986, 3331.1593666187996, 2907.99957581276, 0.33271874759644826, 0.3324082077399073, 0.33201132034139, 0.33168898675136355, 0.3313082249455383, 0.3307211710037457, 0.3303006258394477, 0.3295653818912937, 0.32899236239722895, 0.3285967014034592, 0.32792866024322825, 0.3277043123576104]"
full,40000,400,8,0.6276468515396119,"[6338.1957551427695, 6332.098212858193, 6326.645100166395, 6313.555817819613, 6310.400949365761, 6306.571410438757, 6294.665654718042, 5784.301104082927]"
randomized,20000,500,12,0.1621631383895874,"[4716.999064296405, 4708.638486998775, 4698.771192054108, 4696.939928542356, 4684.755600146227, 4677.6381578425135, 4671.750009569895, 4669.208708517933, 4665.951079856968, 4082.9817447332407, 0.4546256794872586, 0.45238807508866263]"
full,10000,1000,18,0.7156525611877441,"[3791.571486006295, 3782.313161632109, 3777.386631330084, 3770.2987988507703, 3765.279990495102, 3759.379750384144, 3752.8938867305806, 3749.0412325770317, 3747.235481560224, 3741.366336189854, 3737.6107121302102, 3726.9422982665033, 3726.3384970487905, 3721.4007805479223, 3720.680835142679, 3717.2072253874953, 3714.793429240643, 3709.6625725895224]"
full,70000,600,12,2.0767423629760744,"[8330.444667979971, 8328.218174116986, 8315.565988528335, 8309.285502206083, 8308.090174445531, 8294.706248068424, 8290.745084909224, 8289.324091308723, 8286.423547563105, 8282.35670573821, 8277.904501826482, 7609.885710585564]"
randomized,80000,200,20,0.4149065256118774,"[8556.959564117287, 8546.090816549075, 8533.302300275882, 8153.314415897168, 0.8395089002099416, 0.8370333863065346, 0.8363057520857397, 0.8353106652505801, 0.8349305033519456, 0.8340006484535895, 0.8333120448785555, 0.8328649929352809, 0.8318768683789246, 0.8311794947337258, 0.8300467758093402, 0.8286708855863706, 0.8272371183621134, 0.8252365800938789, 0.8247118051011523, 0.8236568476251455]"
full,100000,500,1,2.531331777572632,[9761.627049663288]
full,40000,200,2,0.2854025602340698,"[6163.904449433384, 6159.075239921206]"
full,90000,800,16,4.410594582557678,"[9471.708486611818, 9459.942172891408, 9455.411569336979, 9446.04097902686, 9443.907863979504, 9436.807568131846, 9427.467743381441, 9422.532214183037, 9419.120789663526, 9413.261066415207, 9406.88541072518, 9401.634514936353, 9400.17912198944, 9399.898223186983, 9394.157341047217, 8637.356507419323]"
randomized,30000,900,8,0.3969314575195312,"[5855.914184098574, 5848.365378601142, 5840.4207894955525, 5834.736472871694, 5831.337007363839, 5821.602493393701, 5816.487835875596, 5814.219344792203]"
randomized,50000,700,4,0.4924810171127319,"[7225.146784089902, 7200.124670915713, 7195.245158238558, 7186.96882451791]"
full,60000,800,14,2.698964762687683,"[7876.686704502922, 7865.644194628679, 7859.3116482990645, 7854.348224896298, 7846.583041352034, 7839.569452675953, 7837.894854040643, 7833.110158517346, 7831.886618517006, 7821.872668723953, 7819.126498747782, 7816.206859641173, 7814.13853034226, 7810.960782311637]"
randomized,20000,1000,14,0.2966419458389282,"[4982.466033149148, 4975.630697495656, 4972.5914355765735, 4968.763581666689, 4965.001892406016, 4960.285225204004, 4952.055714981016, 4946.988213717088, 4941.649435652635, 4936.1105190637745, 4933.734014200354, 4922.02433193496, 4920.241536882469, 4917.47298289876]"
full,90000,300,18,1.2206661224365234,"[9154.277878485633, 9142.055994080452, 9132.506441699281, 9128.771421346968, 9119.672138582897, 8645.157251342294, 0.9109417515247168, 0.9099779962128426, 0.9098601808491065, 0.9095722639891682, 0.9091903069002446, 0.9085594876444665, 0.9080045119671263, 0.9078271231482836, 0.9071672627063294, 0.9067797153834213, 0.9061749736335419, 0.9058320344578292]"
full,90000,100,12,0.5967648267745972,"[8934.769831021824, 8672.657879516186, 0.892698041523159, 0.8900559425764635, 0.8898792988265203, 0.8889063905745826, 0.888464497232941, 0.8878435767236417, 0.8875053669490957, 0.8862784041546349, 0.8857827683898368, 0.8852707495295515]"
full,60000,500,6,1.3324615955352783,"[7706.044897650082, 7698.838713026322, 7688.5943199212925, 7676.809665971397, 7669.65120469484, 7667.793537033347]"
full,70000,200,18,0.611189317703247,"[8035.560651205272, 8023.400862030801, 8015.831708455529, 7632.03994028117, 0.8001699532251811, 0.8000595335052466, 0.7994193981722258, 0.7991799930020634, 0.7982116518063385, 0.7978895670398115, 0.7974103764281402, 0.7959317190602336, 0.7957510178184646, 0.7951957586955661, 0.794777986015454, 0.794471250527261, 0.793537913720279, 0.7932474595489314]"
