solver,r,c,comp,time,sing_values
full,90000,100,6,0.6254570484161377,"[89.34911178865184, 89.27876076324532, 89.02741319912047, 88.99358507141588, 88.89688289530066, 88.84772619459272]"
full,80000,500,6,2.0892062187194824,"[87.94894933208519, 87.92731276461018, 87.84113616269194, 87.76365307586909, 87.7177787511429, 87.65081735806105]"
randomized,100000,1000,1,1.5525996685028076,[96.9389564936023]
full,10000,400,8,0.1722733974456787,"[34.466731478179845, 34.40372387146493, 34.31678848174382, 34.300890161617644, 34.21628173300483, 34.12227559071859, 34.102025606640986, 34.040261434563746]"
full,70000,300,8,2.0068156719207764,"[81.36124232051198, 81.24510782433428, 81.08094870547714, 81.01188995511413, 80.94699414108541, 80.90678309481149, 80.88016557539498, 80.7870843115481]"
full,20000,700,20,1.0128014087677002,"[48.40371493913746, 48.31445942653332, 48.19835321013423, 48.15524432869323, 48.13158820896761, 48.065563371235676, 48.0315764009646, 47.97775440452904, 47.906954140520185, 47.80458188938033, 47.76059979746263, 47.730665821551874, 47.64462027409841, 47.62808798997734, 47.60165743047895, 47.55099121325279, 47.49457316808964, 47.46271420825981, 47.4454480507364, 47.4160402485321]"
full,30000,500,4,0.6813371181488037,"[56.36114502112999, 56.32547053173515, 56.16150102772511, 56.069969677457784]"
randomized,80000,700,18,1.4428417682647705,"[86.82588553153681, 86.72825681396147, 86.56688374851831, 86.50937789894043, 86.30967719633313, 86.28599653370533, 86.14347813839157, 86.08421802835028, 86.04723477888135, 85.90200289273878, 85.79452278454049, 85.74705965980405, 85.58989728933881, 85.57860820683864, 85.543993315136, 85.47986278931971, 85.42295582961067, 85.36933310914725]"
full,60000,400,20,1.1633996963500977,"[76.35562963752658, 76.26196387526467, 76.22275466346846, 76.10452153521351, 76.05116919589648, 76.03849966903904, 75.92611356328707, 75.90036711657878, 75.8768021905319, 75.79840546145873, 75.7498565777589, 75.67526444468389, 75.66538811379628, 75.59331089488968, 75.53571775793604, 75.49038613355461, 75.48384689403723, 75.45194352166611, 75.42584810855064, 75.37849623760182]"
full,60000,400,18,1.6391057968139648,"[76.35562963752658, 76.26196387526467, 76.22275466346846, 76.10452153521351, 76.05116919589648, 76.03849966903904, 75.92611356328707, 75.90036711657878, 75.8768021905319, 75.79840546145873, 75.7498565777589, 75.67526444468389, 75.66538811379628, 75.59331089488968, 75.53571775793604, 75.49038613355461, 75.48384689403723, 75.45194352166611]"
full,60000,200,20,1.0773587226867676,"[74.62527151264513, 74.56975583370604, 74.46637922009303, 74.43914163210208, 74.3393182984912, 74.2906659001154, 74.24142964661918, 74.19537442245054, 74.07976424927202, 74.00538746681018, 73.99877404960927, 73.92643182792926, 73.87644516308835, 73.79025506478249, 73.76338625259136, 73.72080763554814, 73.70742929056225, 73.65191543284834, 73.62111684490777, 73.53010650561781]"
full,10000,900,14,0.6155800819396973,"[37.49438526498526, 37.34629817470082, 37.28727491003716, 37.2492025712626, 37.18223455404248, 37.09632677276169, 37.017813486356886, 36.99538170586108, 36.97638658826715, 36.950607214963895, 36.906472963512705, 36.88375429460591, 36.86318454295508, 36.768665307647524]"
randomized,100000,700,4,1.309185028076172,"[95.8932956745861, 95.60380685014654, 95.47087946857191, 95.3402549489854]"
full,100000,700,10,5.969346761703491,"[98.91588555472975, 98.79780235232481, 98.67582223965312, 98.62133834013775, 98.56604473390131, 98.52537807489212, 98.47766827994418, 98.41385780656408, 98.34993375084449, 98.28359025742476]"
randomized,80000,500,6,0.8003392219543457,"[85.54639845495284, 85.48013058078939, 85.33275475666753, 85.15881821311218, 85.12059337425795, 85.06038612121378]"
full,10000,300,4,0.1530399322509765,"[33.7379478116755, 33.616884087775766, 33.471876799010644, 33.39123212710757]"
randomized,40000,1000,18,1.0705649852752686,"[65.01935644298808, 64.93350237550838, 64.76341529873278, 64.66878411712534, 64.60989298590431, 64.4282060883947, 64.4018584077869, 64.2988655514326, 64.20496123785298, 64.16599485583394, 64.09701588923548, 64.03597090095592, 63.9463079725367, 63.87438520470761, 63.71475706336122, 63.66342980176307, 63.610493137465504, 63.53399056509263]"
full,20000,900,8,1.129018783569336,"[49.41244519155414, 49.277466831496604, 49.22241158905296, 49.18059573493123, 49.09208150285429, 49.061584440222326, 49.042870727903455, 48.933435810740754]"
full,10000,700,16,0.4008100032806396,"[36.503347154950255, 36.277082134951215, 36.21144610285123, 36.16765044045854, 36.097516173919345, 36.079918728218, 36.00017390646602, 35.98067732634745, 35.93769546839786, 35.878756677350516, 35.82213096694613, 35.750992552342964, 35.70507816761441, 35.65907872011839, 35.609179423256876, 35.59994559032609]"
full,70000,900,6,3.6805202960968018,"[84.98200751311535, 84.90073127053284, 84.81745089690087, 84.78160442564224, 84.75207402892732, 84.64920452321984]"
randomized,70000,400,2,0.7027003765106201,"[79.86112006728375, 79.6154325777681]"
full,90000,300,16,2.3784236907958984,"[91.54684774301492, 91.42064172776524, 91.32833082500697, 91.29878368024325, 91.20179286026897, 91.1328219317529, 91.02328510517046, 90.99779920875875, 90.95758785404637, 90.91954720724878, 90.85769386546289, 90.8007460000051, 90.79070916715995, 90.71976106067346, 90.71639692609395, 90.63619438493826]"
full,60000,800,12,2.7870779037475586,"[78.7692469885586, 78.65764199469896, 78.59319783972458, 78.54349390384262, 78.46633446458192, 78.4033023014831, 78.38850927443889, 78.33606894094346, 78.32052469071853, 78.21883451813873, 78.19662672808255, 78.16266783154084]"
full,50000,400,14,0.8815670013427734,"[70.23301840578537, 70.11823525764937, 70.06874170110478, 70.0367842241625, 69.92823371333175, 69.92128345229891, 69.85085320210969, 69.75259369606262, 69.6876119839797, 69.62179789189939, 69.56125432790239, 69.50251084863743, 69.47585474789308, 69.46358232897599]"
randomized,80000,100,20,0.8189754486083984,"[83.59103589049052, 83.3784878860449, 83.26816537440016, 83.09654902081284, 83.04479892253981, 82.94258274571712, 82.87846303414796, 82.80080622920238, 82.65733456427685, 82.57068221613443, 82.47217093095564, 82.32353376281266, 82.30836807956753, 82.21616611105078, 82.11843660670489, 82.07273824633673, 81.99636484243295, 81.90770009536577, 81.76518672437882, 81.71799192833915]"
randomized,30000,900,16,1.0935993194580078,"[57.10308655411171, 56.904699058834, 56.75190408116524, 56.73269778561888, 56.684170879437694, 56.65492755630758, 56.5617429536621, 56.532871387163304, 56.334761095045714, 56.26841560312557, 56.173576348927526, 56.06868365856359, 56.05747364891944, 55.98691199914172, 55.844758833027285, 55.791517449076736]"
full,40000,900,14,2.216665267944336,"[66.25619501266655, 66.23892885028077, 66.14329276845562, 66.1119693019044, 66.05205919532047, 65.99813916712925, 65.92818975922478, 65.8938672154336, 65.88211259972586, 65.81853165062401, 65.77671664449818, 65.74365709916337, 65.64275353670475, 65.64079051679484]"
randomized,60000,900,10,1.1006348133087158,"[76.97450619281643, 76.8548390580797, 76.74645616209865, 76.58960453367604, 76.51276002526738, 76.33793106625441, 76.28938987770692, 76.22865597563849, 76.17341967584362, 76.07916275335707]"
randomized,80000,200,8,0.6340079307556152,"[84.17491551848606, 83.68321673042055, 83.65535917069916, 83.58646142542426, 83.49740630046574, 83.34654671130144, 83.24093063294018, 83.1550838813551]"
randomized,90000,100,20,0.971977949142456,"[88.51031297207378, 88.33245336987588, 88.18440577105247, 88.10285205673071, 88.00889297506579, 87.88996804335189, 87.8188752340778, 87.79592422145285, 87.61608642084964, 87.48853625945699, 87.39791448632762, 87.25096794166824, 87.18972867084345, 87.16173935572999, 87.1016731081644, 87.04695968501329, 86.90673090596492, 86.77949392762169, 86.661663584987, 86.6554631636165]"
full,40000,200,6,0.3140666484832763,"[61.63913400095617, 61.59573948213089, 61.552126702568536, 61.39884369326234, 61.35380780435182, 61.24555786027082]"
randomized,100000,300,10,1.292151689529419,"[94.45378336467422, 94.17936633507455, 93.9527042671699, 93.77498721819619, 93.74714705979534, 93.56312163149352, 93.44684050341596, 93.37057309880909, 93.29856292997884, 93.21678205478939]"
full,50000,200,8,0.461336612701416,"[68.41999140707773, 68.37413539932814, 68.3416839724529, 68.25111432797873, 68.18526107863465, 68.12401606033565, 68.00504032035465, 67.97559950485268]"
full,50000,1000,10,3.080892562866211,"[73.7003659114524, 73.47510854679764, 73.45515732575402, 73.43056694266082, 73.36813599395556, 73.34182538756657, 73.23710158986162, 73.18031406762388, 73.10689401379834, 73.05323220677272]"
full,20000,1000,20,1.813171148300171,"[49.8254395020497, 49.75634258211722, 49.72834609524285, 49.68820437072712, 49.653617487409434, 49.602885049415875, 49.520665536338505, 49.473739176240706, 49.41874932270632, 49.36247933583007, 49.33736224588079, 49.220832857589336, 49.20338783660485, 49.17642447893824, 49.1244765797405, 49.080018403155805, 49.06831976444283, 49.04259178746879, 48.988143484076524, 48.96136885972692]"
full,10000,100,10,0.0576252937316894,"[31.60805481024467, 31.565931380348566, 31.40492202432305, 31.257064635734856, 31.099435053805998, 31.040748066479765, 30.96887690867047, 30.897010771484084, 30.834920670292394, 30.80192983383688]"
randomized,50000,700,2,0.6181364059448242,"[69.7576579561127, 69.58204695861181]"
full,70000,200,8,0.8600413799285889,"[80.35623874019555, 80.23400868933793, 80.1591583393246, 80.03662507111058, 80.00600857544039, 79.962151382182, 79.9190974082858, 79.82236661052902]"
randomized,70000,700,6,0.9422955513000488,"[81.44296714137896, 81.21449450068252, 81.09929631051516, 81.08479005010844, 80.98802004998169, 80.75960654539138]"
full,10000,800,16,0.5291907787322998,"[36.95010365789055, 36.89445833321581, 36.7820526099522, 36.73153666171044, 36.67510231133306, 36.627434205712255, 36.60807436277155, 36.46895218543756, 36.40425778976174, 36.37000382119363, 36.30696862634885, 36.267776077575895, 36.21395582704, 36.208255438696376, 36.12543265885543, 36.09616642281348]"
full,40000,800,1,1.7591781616210938,[65.75154756944725]
full,90000,700,10,3.614887952804565,"[94.2708486315409, 94.1116002619175, 94.02532240625796, 93.96825473373623, 93.90303185944762, 93.86582399007874, 93.81663491082482, 93.75732155949997, 93.68488175889394, 93.64345968708884]"
full,30000,800,20,1.2586374282836914,"[58.065405388689186, 57.94377582338483, 57.87133358057751, 57.83298180683878, 57.79315017210703, 57.71274632397981, 57.68635308760377, 57.61680694165584, 57.525175181674115, 57.49503391547989, 57.46642585556681, 57.41116069579128, 57.38695771481964, 57.3773012317904, 57.347425385738916, 57.30298428071704, 57.220602227480754, 57.20497137989953, 57.18240442455906, 57.14497422047134]"
randomized,60000,100,10,0.2667403221130371,"[72.4333017198684, 72.33465458344092, 72.17553829841874, 72.14794696838105, 72.04250703003567, 71.92128992956522, 71.73142305530608, 71.60464956989082, 71.52521463338887, 71.36121690257018]"
randomized,90000,800,16,1.9312639236450195,"[91.94342586565612, 91.82143617830228, 91.75675933267368, 91.54231019492784, 91.49765523271405, 91.41426164245642, 91.40446853073281, 91.30065523052173, 91.27241068184794, 91.06437292535946, 90.97066707674713, 90.91662274291706, 90.806966268625, 90.7495392244061, 90.66729539389871, 90.63197758419763]"
randomized,10000,800,18,0.9751870632171632,"[36.1868722001045, 36.10264797640953, 35.955392352905235, 35.85173438952573, 35.811897604210195, 35.705516667949176, 35.569961328188015, 35.53434115287937, 35.4894005415059, 35.380733136481076, 35.29927124137785, 35.217222775793324, 35.16438308729065, 35.02385416946661, 35.017255823162515, 34.97586102407504, 34.86049276940827, 34.82695995969851]"
randomized,90000,400,16,1.7388885021209717,"[90.3076440931605, 90.04197478899812, 89.90961918294481, 89.82030696130454, 89.74665110289855, 89.62183953216206, 89.56094757739871, 89.39157070335186, 89.30157368230611, 89.20942588695681, 89.12190210530248, 88.92754503489171, 88.87460913882032, 88.80352813114264, 88.70090671586573, 88.59133222811502]"
full,40000,500,12,0.9189655780792236,"[64.12083204725775, 63.998609595395564, 63.913439859509296, 63.88352565467289, 63.782892929099226, 63.705117019671846, 63.61771538898259, 63.57058727126074, 63.53923578084843, 63.524393880675376, 63.46032122660024, 63.410788780150185]"
randomized,40000,600,10,0.8029787540435791,"[62.99955000125186, 62.917171926821574, 62.64216449174827, 62.502076955632475, 62.451896634880335, 62.383428472934284, 62.210505150752624, 62.185690997516375, 61.992822944110195, 61.98324541146939]"
full,30000,700,1,1.593956708908081,[57.544783690916624]
full,50000,500,6,1.7363150119781494,"[70.89867469255186, 70.83387099462435, 70.71275971374706, 70.63321869194552, 70.53132352127562, 70.51917698636245]"
full,20000,800,6,1.295637845993042,"[48.856207616719054, 48.76101612579082, 48.70364546084887, 48.65026939750472, 48.606790821349826, 48.542183464803635]"
full,20000,200,4,0.1493492126464843,"[44.935071522564684, 44.73336003569761, 44.69754464349664, 44.4760316238251]"
randomized,60000,800,14,1.417900800704956,"[76.57906203571524, 76.42846888352868, 76.37297767059141, 76.22974217352542, 76.18268093934923, 76.0022003111585, 75.93905606618947, 75.92455705725095, 75.70093912195735, 75.67371764473302, 75.6242067368767, 75.42808012857054, 75.39471456829524, 75.30559390539992]"
full,100000,700,16,4.833923101425171,"[98.91588555472975, 98.79780235232481, 98.67582223965312, 98.62133834013775, 98.56604473390131, 98.52537807489212, 98.47766827994418, 98.41385780656408, 98.34993375084449, 98.28359025742476, 98.24904121113605, 98.20555601570949, 98.16921345754534, 98.10858423814472, 98.10011419714537, 98.01404497732487]"
full,10000,700,8,0.4109797477722168,"[36.503347154950255, 36.277082134951215, 36.21144610285123, 36.16765044045854, 36.097516173919345, 36.079918728218, 36.00017390646602, 35.98067732634745]"
randomized,30000,100,16,0.6190280914306641,"[52.24909645939614, 51.94892853138679, 51.90310016812715, 51.88017732897491, 51.67634156915633, 51.53140081061967, 51.47605636703604, 51.327546311202795, 51.22786055091356, 51.21653713667693, 51.066586044039965, 50.961588895708644, 50.86973568336625, 50.74809098912079, 50.66202029418044, 50.636963008928205]"
randomized,40000,300,12,0.4176008701324463,"[61.202337674923285, 61.01311935010694, 60.96745736835302, 60.829889232328505, 60.7893894350489, 60.656242186547416, 60.52090526085125, 60.44960295080127, 60.398349953526655, 60.21591584834614, 60.18875377478424, 60.11727204804685]"
randomized,10000,500,16,0.8056013584136963,"[34.627791362119915, 34.593475793482845, 34.428623366237034, 34.287421865851705, 34.23931178184191, 34.113469130903745, 34.05319427991655, 33.90402382217782, 33.763005891913316, 33.68789399606038, 33.622188656377375, 33.60698901573655, 33.56198566476808, 33.50247345246399, 33.406094351984365, 33.33760781980728]"
randomized,60000,900,14,1.2239205837249756,"[77.04155315103742, 76.9199404705646, 76.82105859031151, 76.77405219632685, 76.61228269423259, 76.57832729167012, 76.4622532368207, 76.3710989358052, 76.29567208091443, 76.15931273450562, 76.07645187054649, 76.00080284235321, 75.88446113610244, 75.77996286274228]"
randomized,20000,700,4,0.5225381851196289,"[47.055683814738494, 46.861674628437356, 46.76929650669205, 46.575742387747376]"
randomized,40000,200,2,0.3297991752624511,"[60.09011623933438, 60.00339778928485]"
randomized,100000,1000,2,1.664128065109253,"[97.09156979231577, 97.04850004484479]"
full,100000,800,2,7.563872575759888,"[99.4481291352915, 99.30977637805394]"
randomized,80000,500,8,0.9116194248199464,"[85.779747797875, 85.46552630829338, 85.39972385223237, 85.20313728589974, 85.16242986194312, 84.98326668153358, 84.9185788761963, 84.87059314766454]"
randomized,80000,1000,16,1.923734664916992,"[88.09015758452148, 88.08013054342804, 87.80601472939108, 87.78617344444858, 87.58616796361115, 87.53513927613567, 87.38343724892997, 87.33863724431619, 87.31556192569614, 87.1685796157866, 87.12243495572993, 87.11673334053074, 87.02771571259467, 86.88948491529683, 86.83109612189654, 86.61505702569671]"
randomized,90000,100,4,0.3364779949188232,"[88.25747944110441, 88.01766952250016, 87.76012774249452, 87.73994841483491]"
full,80000,300,16,1.7146995067596436,"[86.62096891197739, 86.47284920864227, 86.42152971652536, 86.2854614787295, 86.24812116814516, 86.21109900844344, 86.06047470404454, 86.01827176804089, 86.0086307807616, 85.98215462982637, 85.89673052637625, 85.87862193234155, 85.82959374826264, 85.81218079313305, 85.75296606775869, 85.6793100042871]"
randomized,60000,1000,8,1.0888640880584717,"[77.31557445044238, 77.19823214748344, 77.00141517744724, 76.9095145996943, 76.75488843713501, 76.72855395964578, 76.62743468574264, 76.43199698227204]"
full,80000,700,1,3.072031259536743,[89.2940451228309]
full,70000,1000,14,4.659091234207153,"[85.36144131660197, 85.29275483481419, 85.27267128294129, 85.23636793148752, 85.11691639716378, 85.07361737457987, 85.01665737545507, 84.94746297004168, 84.94347290664118, 84.89566325769441, 84.83638874129976, 84.81490938566476, 84.79412994645521, 84.74966587943052]"
randomized,40000,500,10,0.972618579864502,"[62.45491598968643, 62.27524825979004, 62.232491294077896, 62.03213368281723, 61.966034321973034, 61.888489494168, 61.66230716981031, 61.56742093886295, 61.51400010391208, 61.39519544831696]"
full,80000,800,8,4.331314325332642,"[89.68361411511323, 89.63874308275993, 89.52275453489968, 89.46956039868172, 89.43483055347514, 89.36104679949254, 89.32702248735687, 89.24147597743864]"
randomized,10000,400,2,0.26875901222229,"[33.62710118765088, 33.37162929167285]"
full,100000,700,6,4.064985752105713,"[98.91588555472975, 98.79780235232481, 98.67582223965312, 98.62133834013775, 98.56604473390131, 98.52537807489212]"
randomized,90000,700,20,1.904491186141968,"[91.79890178595959, 91.55647413191811, 91.49090510179545, 91.32981906806586, 91.18945785872027, 91.09807897384152, 91.0120790577177, 90.89396774070077, 90.7910949696398, 90.74560993270045, 90.59702208981766, 90.53067537019416, 90.50254379951919, 90.39778289484885, 90.28958367337347, 90.2614031684379, 90.19745591610051, 90.10525074341987, 89.99574741723275, 89.98015187470111]"
randomized,80000,100,2,0.3232419490814209,"[83.43844256414779, 83.06660805471647]"
randomized,50000,800,4,0.9366087913513184,"[70.40711692622884, 70.26728409294822, 70.13035558117348, 69.95267966025648]"
full,60000,400,2,1.1104843616485596,"[76.35562963752658, 76.26196387526467]"
randomized,70000,500,6,0.742548942565918,"[80.51329730467725, 80.32185767737963, 80.10255611067313, 79.98242947916908, 79.92301869193341, 79.80253890229241]"
full,70000,600,20,2.686241626739502,"[83.307098215465, 83.28223465208121, 83.16222925463646, 83.09294090784992, 83.08116090647975, 82.94706255450126, 82.91104347139633, 82.8938271373233, 82.86652170732283, 82.82910792345758, 82.78093587367988, 82.74338522530631, 82.69538847570547, 82.64853336738415, 82.61693532010207, 82.5488690567458, 82.49307496845735, 82.47354639418579, 82.42673694514129, 82.4061454314187]"
randomized,20000,800,14,0.7965359687805176,"[47.57681720509241, 47.50031217429386, 47.48123952811797, 47.34799685270705, 47.3255265188951, 47.308540334375174, 47.09624157298338, 47.059935885053875, 46.99569045540225, 46.83637500161408, 46.80396927817766, 46.659694637329295, 46.56727621871461, 46.44238840833139]"
full,10000,500,6,0.2906336784362793,"[35.297578675590884, 35.215596226493815, 35.052995654772864, 35.03185106127017, 34.983396619172375, 34.90779815667448]"
full,20000,300,2,0.2152791023254394,"[45.73789474016504, 45.57106365531848]"
full,30000,200,18,0.2186417579650879,"[53.9763125836595, 53.942884861983934, 53.728058221422096, 53.66134388807019, 53.63458124879644, 53.50282020012116, 53.49139395010031, 53.43248485373179, 53.3854385137735, 53.29003226070724, 53.249027710624546, 53.20623077460313, 53.1794963049702, 53.14551327441939, 53.06434771121305, 53.03486382993131, 52.98490246885285, 52.928746953665346]"
randomized,90000,800,18,1.6040518283843994,"[92.15766459772392, 92.05653558251439, 92.00338892463051, 91.76785448761642, 91.71043788844051, 91.60865458916935, 91.49691293209806, 91.41057428466407, 91.34916639497033, 91.30544580484653, 91.25224533236195, 91.18144362514377, 91.10605789137026, 90.99504932573302, 90.80765122432234, 90.76174468400895, 90.70010639903236, 90.623652705095]"
randomized,80000,200,1,0.430629014968872,[83.73947103749579]
randomized,70000,700,14,1.5334715843200684,"[81.62931369356511, 81.48061957912495, 81.37497963686656, 81.23681287526239, 81.06701246224357, 81.05238875475668, 80.96714620732585, 80.88008755308596, 80.86933352333003, 80.73192361698173, 80.58038972388466, 80.51366566522132, 80.39485046139563, 80.29746131571807]"
randomized,100000,900,18,2.084965229034424,"[97.18809101279409, 97.03245323788822, 96.85550623610841, 96.76237389160238, 96.68895295317779, 96.63212764421684, 96.41851205921478, 96.40090454792137, 96.19745216517505, 96.1516890572452, 96.09596537850322, 96.0117192800635, 95.89459460785079, 95.87498574481725, 95.71646639791096, 95.61505782426713, 95.55769416159964, 95.52022778514646]"
full,80000,200,16,1.095747709274292,"[85.5696513726171, 85.46291857812594, 85.33332383991794, 85.28736651645868, 85.2166061765474, 85.19418140942152, 85.11965484895217, 85.06315850924592, 85.03602239265759, 84.9961028060688, 84.94803626947012, 84.85657715931323, 84.79286399636514, 84.72636534261201, 84.68915731632484, 84.67000882595461]"
randomized,20000,100,6,0.245868444442749,"[42.928244277913734, 42.675008249776184, 42.64765888579172, 42.39472528343984, 42.252000277726864, 42.234978266066854]"
full,90000,300,1,2.6980643272399902,[91.54684774301492]
full,60000,100,6,0.4694421291351318,"[73.37485525641434, 73.34009066892628, 73.23497963664778, 73.16195728359817, 73.01791568302208, 72.95107350723383]"
randomized,90000,200,8,0.5968718528747559,"[88.99822395017182, 88.63052134436757, 88.55658178158124, 88.42540213814259, 88.39903055402226, 88.24845828279425, 88.11065611720682, 88.00562432106453]"
full,50000,700,12,1.7938919067382812,"[72.2563395187443, 72.00416193101985, 71.9564319036944, 71.86975176466125, 71.85483184153068, 71.75850379740403, 71.6771195437117, 71.63173531824785, 71.59162622396583, 71.55397024971892, 71.51522942239188, 71.48172471289143]"
full,60000,800,10,2.8582205772399902,"[78.7692469885586, 78.65764199469896, 78.59319783972458, 78.54349390384262, 78.46633446458192, 78.4033023014831, 78.38850927443889, 78.33606894094346, 78.32052469071853, 78.21883451813873]"
full,10000,600,6,0.3290328979492187,"[35.81952859828602, 35.71394555450919, 35.66022708289732, 35.59834113494408, 35.49981105804109, 35.491303927218006]"
randomized,30000,900,2,0.6839358806610107,"[56.784501986273796, 56.575860500677656]"
randomized,30000,1000,12,0.7859046459197998,"[57.48877963633477, 57.403440449586036, 57.255317503810154, 57.198423026100045, 56.93956894632242, 56.84357465876813, 56.74158277293403, 56.7004864295591, 56.626953159389814, 56.543170927784075, 56.42881451974347, 56.37937370264577]"
full,90000,700,20,3.528897285461426,"[94.2708486315409, 94.1116002619175, 94.02532240625796, 93.96825473373623, 93.90303185944762, 93.86582399007874, 93.81663491082482, 93.75732155949997, 93.68488175889394, 93.64345968708884, 93.61973786353899, 93.52205987128605, 93.4797013539764, 93.42351924473401, 93.41171077752213, 93.34794344776833, 93.32328485015888, 93.26178941638307, 93.21721166523234, 93.15545168352713]"
full,50000,900,10,2.61775803565979,"[73.17911658675652, 73.07065127627187, 72.9349993169537, 72.89873155927742, 72.85630645735645, 72.82288930305708, 72.71958878334951, 72.68589941528738, 72.65930920289543, 72.60161740353823]"
full,90000,900,6,5.522545099258423,"[95.18639985745524, 95.09216465020293, 95.038817266832, 94.94397136121489, 94.91715421184288, 94.88102543960831]"
full,80000,1000,12,5.5875163078308105,"[90.75144711360626, 90.54139952081081, 90.46637104527359, 90.45106604523478, 90.41732464487721, 90.31052823377917, 90.29739132672354, 90.24340232201439, 90.21035429975899, 90.16522803360908, 90.15293943588905, 90.11656040438118]"
full,80000,800,10,4.594115972518921,"[89.68361411511323, 89.63874308275993, 89.52275453489968, 89.46956039868172, 89.43483055347514, 89.36104679949254, 89.32702248735687, 89.24147597743864, 89.22916471331109, 89.20359503462784]"
full,100000,900,8,5.3933069705963135,"[99.95391433723177, 99.86841890347604, 99.70511436437965, 99.67205050026317, 99.59289226096872, 99.55926652353232, 99.49115226097827, 99.42962273844748]"
full,60000,900,1,3.2390406131744385,[79.28958620794785]
full,20000,1000,10,1.8347313404083248,"[49.8254395020497, 49.75634258211722, 49.72834609524285, 49.68820437072712, 49.653617487409434, 49.602885049415875, 49.520665536338505, 49.473739176240706, 49.41874932270632, 49.36247933583007]"
full,40000,200,1,0.3651578426361084,[61.63913400095617]
full,30000,300,16,0.4530923366546631,"[55.00507120774564, 54.81498383886841, 54.73444958863093, 54.67252354279357, 54.567141027397454, 54.561419851935554, 54.41830403529258, 54.400904388727376, 54.288995300759886, 54.23835117059379, 54.18083992333293, 54.15326116980487, 54.123436551414756, 54.06834509558716, 54.01990915013051, 53.97311671134866]"
full,50000,400,4,1.370396852493286,"[70.23301840578537, 70.11823525764937, 70.06874170110478, 70.0367842241625]"
randomized,50000,400,1,0.4681122303009033,[68.25449119946957]
full,70000,700,10,2.7833902835845947,"[83.99344316248204, 83.90460295317416, 83.80563454452088, 83.78148927383144, 83.67479603969694, 83.59131314561127, 83.54479990413721, 83.47281162565983, 83.4417440909438, 83.35815642506192]"
randomized,80000,600,2,1.2495977878570557,"[86.03415890966352, 85.91320216910637]"
randomized,20000,200,1,0.1397175788879394,[43.81767102783502]
randomized,50000,400,16,0.96783185005188,"[68.72731739429554, 68.41638027687739, 68.30286636098046, 68.18449145714402, 68.06954545308899, 68.03872920966829, 67.9687091538266, 67.87524910451886, 67.82283603290563, 67.65615131953575, 67.60271432112613, 67.4776475681226, 67.39691637040053, 67.18114274084296, 67.15484470207903, 67.03412001312002]"
randomized,60000,700,2,0.7093524932861328,"[75.93218741520162, 75.73341792360922]"
full,60000,800,8,3.264683246612549,"[78.7692469885586, 78.65764199469896, 78.59319783972458, 78.54349390384262, 78.46633446458192, 78.4033023014831, 78.38850927443889, 78.33606894094346]"
full,80000,100,1,0.4965560436248779,[84.43029548380676]
full,100000,1000,1,6.622398376464844,[100.27464016637838]
full,10000,100,20,0.100950002670288,"[31.60805481024467, 31.565931380348566, 31.40492202432305, 31.257064635734856, 31.099435053805998, 31.040748066479765, 30.96887690867047, 30.897010771484084, 30.834920670292394, 30.80192983383688, 30.72227044349981, 30.67425817891309, 30.627944581522954, 30.61821539543587, 30.589087035425266, 30.503053913213108, 30.441281574577697, 30.37225161389736, 30.334960491745434, 30.316809232438306]"
randomized,90000,400,2,0.7136368751525879,"[89.92576759026014, 89.62838226066108]"
randomized,100000,1000,10,1.9723849296569824,"[97.43406296807855, 97.30544121410843, 97.04402587291351, 96.92487454157883, 96.80138809037133, 96.68406342425128, 96.6280982474543, 96.50346076347304, 96.39682186177576, 96.3483413270984]"
full,100000,400,20,3.336455821990967,"[96.98848418348096, 96.92889908106923, 96.83211401491334, 96.76323600372451, 96.67195467590614, 96.66203246039368, 96.57376462945082, 96.5242595330589, 96.3951013970324, 96.38480821558295, 96.36805435753686, 96.30556601747195, 96.25120774688439, 96.22340219475386, 96.16224994207701, 96.12608065858929, 96.10260797048103, 96.04037701989681, 95.99794607370109, 95.95153225626122]"
full,10000,800,8,0.5019748210906982,"[36.95010365789055, 36.89445833321581, 36.7820526099522, 36.73153666171044, 36.67510231133306, 36.627434205712255, 36.60807436277155, 36.46895218543756]"
full,30000,300,2,0.4278647899627685,"[55.00507120774564, 54.81498383886841]"
full,40000,400,10,0.7254312038421631,"[63.382313646688814, 63.32133190261212, 63.266459634856126, 63.13561254252258, 63.10807852803778, 63.065743640109304, 62.95198352026639, 62.94033248508431, 62.861309259383034, 62.842871874763844]"
randomized,80000,400,10,0.951796054840088,"[85.24966959152033, 85.0023116697013, 84.8616384973492, 84.8233594534428, 84.62137956183167, 84.55649146223669, 84.32283864062957, 84.31439692396157, 84.27270947398725, 84.17291500200689]"
randomized,50000,100,10,0.5045340061187744,"[66.32965550541205, 66.25192706835811, 66.09559803360243, 65.91690821244745, 65.78476298565656, 65.77031369456408, 65.61226190451616, 65.58477843872775, 65.49342281076086, 65.38816159575676]"
randomized,70000,100,18,0.350698709487915,"[78.31234071873634, 78.13858517807152, 77.90452263626347, 77.78411269592235, 77.69201639793764, 77.63016598418892, 77.58042064460716, 77.42278717669905, 77.32517854687127, 77.23815971831087, 77.1457501993177, 77.11177476847313, 76.98376266829968, 76.90105284557414, 76.88317989914498, 76.73402202083972, 76.7142891264237, 76.5805966608267]"
